id,cardMessageMasterId,cardTypeNo,cardTypeName,cardid,cardName,type,messageId,messageEventId,eventTypeId,eventType,title,selectType,result,result1,result2,result3,result4,result5,result6,result7,result8,result9,result10
201,201,2,スタミナ,25,ゴールドシップ(SSRサポート),2,2,1,1,連続イベント,リスペクトシャケッ！,選択肢なし,,体力-10,根性+25,,,,,,,,
202,202,2,スタミナ,25,ゴールドシップ(SSRサポート),2,3,1,1,連続イベント,強敵と書いて『とも』と読むッ！,選択肢なし,,スタミナ+10,『曲線のソムリエ』のヒントLv+1,,,,,,,,
203,203,2,スタミナ,25,ゴールドシップ(SSRサポート),2,4,1,2,通常イベント,冒険家ゴールドシップ,た、体力かな……？,,スタミナ+15,ゴールドシップの絆ゲージ+5,,,,,,,,
204,204,2,スタミナ,25,ゴールドシップ(SSRサポート),2,4,2,2,通常イベント,冒険家ゴールドシップ,根気強さとか……？,,根性+10,スキルPt+15,ゴールドシップの絆ゲージ+5,,,,,,,
205,205,2,スタミナ,25,ゴールドシップ(SSRサポート),2,5,1,2,通常イベント,甦れ！ゴルシ印のソース焼きそば！,……味に磨きをかけたら？,,やる気アップ,スタミナ+5,,,,,,,,
206,206,2,スタミナ,25,ゴールドシップ(SSRサポート),2,5,2,2,通常イベント,甦れ！ゴルシ印のソース焼きそば！,……明石焼きを売ったら？,,『阪神レース場◯』のヒントLv+1,ゴールドシップの絆ゲージ+5,,,,,,,,
207,207,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,1,1,1,連続イベント,ご利用は戦略的に☆,セイウンスカイに同意する,,体力+10,賢さ+5,セイウンスカイの絆ゲージ+5,,,,,,,
208,208,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,1,2,1,連続イベント,,誤魔化されていると伝える,,スキルPt+30,『二の矢』のヒントLv+1,セイウンスカイの絆ゲージ-5,連続イベントが終了,,,,,,
209,209,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,2,1,1,連続イベント,トラップにご注意,選択肢なし,,スピード+5,スタミナ+5,,,,,,,,
210,210,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,3,1,1,連続イベント,すべては勝つために,選択肢なし,,体力+10,やる気アップ,スピード+5,スタミナ+5,賢さ+5,スキルPt+5,ランダムでヒントを1つ取得,『急ぎ足』のヒントLv+1,『脱出術』のヒントLv+3,
211,211,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,4,1,2,通常イベント,ゆる募、助言者,場所が悪いのかも,,賢さ+15,セイウンスカイの絆ゲージ+5,,,,,,,,
212,212,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,4,2,2,通常イベント,,釣竿の動かし方を変えたら？,,『リードキープ』のヒントLv+1,セイウンスカイの絆ゲージ+5,,,,,,,,
213,213,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,5,1,2,通常イベント,ゆる募、ネコの捕まえ方,日向で待つ,,体力+10,賢さ+5,セイウンスカイの絆ゲージ+5,,,,,,,
214,214,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,5,2,2,通常イベント,,全力で追いかける！,,体力-10,スピード+15,スタミナ+5,セイウンスカイの絆ゲージ+5,,,,,,
215,215,2,スタミナ,27,タマモクロス(SSRサポート),2,1,1,1,連続イベント,牛・豚・鶏・カレー！,選択肢なし,,スタミナ+5,パワー+5,,,,,,,,
216,216,2,スタミナ,27,タマモクロス(SSRサポート),2,2,1,1,連続イベント,なけなしのレイトショー,選択肢なし,,スタミナ+5,パワー+5,根性+5,,,,,,,
217,217,2,スタミナ,27,タマモクロス(SSRサポート),2,3,1,1,連続イベント,貧しさは友だ！,選択肢なし,,スタミナ+5,パワー+10,『迅速果断』のヒントLv+1,,,,,,,
218,218,2,スタミナ,27,タマモクロス(SSRサポート),2,4,1,2,通常イベント,負けられん戦い！,人の流れを掴め！,,『ウマ込み冷静』のヒントLv+1,タマモクロスの絆ゲージ+5,,,,,,,,
219,219,2,スタミナ,27,タマモクロス(SSRサポート),2,4,2,2,通常イベント,負けられん戦い！,ライバルをよく観察しよう,,スタミナ+5,賢さ+5,タマモクロスの絆ゲージ+5,,,,,,,
220,220,2,スタミナ,27,タマモクロス(SSRサポート),2,5,1,2,通常イベント,タマモ先輩の学園案内,案内って、図書室とか？,,賢さ+10,タマモクロスの絆ゲージ+5,,,,,,,,
221,221,2,スタミナ,27,タマモクロス(SSRサポート),2,5,2,2,通常イベント,タマモ先輩の学園案内,案内って、ジムとか？,,スタミナ+5,根性+5,タマモクロスの絆ゲージ+5,,,,,,,
222,222,2,スタミナ,28,スーパークリーク(SSRサポート),2,1,1,1,連続イベント,できたてはごろり、たっぷりと,選択肢なし,,体力+10,スタミナ+5,,,,,,,,
223,223,2,スタミナ,28,スーパークリーク(SSRサポート),2,2,1,1,連続イベント,煮込んでとろり、優しい味に,選択肢なし,,スタミナ+5,パワー+5,,,,,,,,
224,224,2,スタミナ,28,スーパークリーク(SSRサポート),2,3,1,1,連続イベント,おかわりどうぞ、いいこたち！,選択肢なし,,スタミナ+10,パワー+5,『円弧のマエストロ』のヒントLv+1,,,,,,,
225,225,2,スタミナ,28,スーパークリーク(SSRサポート),2,4,1,2,通常イベント,お気遣いもお任せ♪,更にエールを送る,,『深呼吸』のヒントLv+1,スーパークリークの絆ゲージ+5,,,,,,,,
226,226,2,スタミナ,28,スーパークリーク(SSRサポート),2,4,2,2,通常イベント,お気遣いもお任せ♪,ドリンクを差し入れる,,体力+10,スタミナ+5,スーパークリークの絆ゲージ+5,,,,,,,
227,227,2,スタミナ,28,スーパークリーク(SSRサポート),2,5,1,2,通常イベント,お手伝いもお任せ♪,トレーニングのコツを教えて,,体力+15,スーパークリークの絆ゲージ+5,,,,,,,,
228,228,2,スタミナ,28,スーパークリーク(SSRサポート),2,5,2,2,通常イベント,お手伝いもお任せ♪,一緒にトレーニングしない？,,スタミナ+10,スーパークリークの絆ゲージ+5,,,,,,,,
229,229,2,スタミナ,29,ライスシャワー(SSRサポート),2,1,1,1,連続イベント,風の強い日の1ページ,選択肢なし,,根性+10,ライスシャワーの絆ゲージ+5,,,,,,,,
230,230,2,スタミナ,29,ライスシャワー(SSRサポート),2,2,1,1,連続イベント,友達と頑張った日の1ページ,選択肢なし,,スタミナ+10,ライスシャワーの絆ゲージ+5,,,,,,,,
231,231,2,スタミナ,29,ライスシャワー(SSRサポート),2,3,1,1,連続イベント,2人で頑張った日の1ページ,選択肢なし,,体力-10,ランダムで『鍛冶場のバ鹿力』か『別腹タンク』のヒントLv+1,ライスシャワーの絆ゲージ+5,,,,,,,
232,232,2,スタミナ,29,ライスシャワー(SSRサポート),2,4,1,2,通常イベント,お花屋さんでの1ページ,水やり手伝おうか？,,やる気が2段階アップ,ライスシャワーの絆ゲージ+5,,,,,,,,
233,233,2,スタミナ,29,ライスシャワー(SSRサポート),2,4,2,2,通常イベント,お花屋さんでの1ページ,花の品出しをしてこようか？,,スタミナ+10,ライスシャワーの絆ゲージ+5,,,,,,,,
234,234,2,スタミナ,29,ライスシャワー(SSRサポート),2,5,1,2,通常イベント,曇りの日の1ページ,体育館を借りて走ろう！,,スピード+5,根性+5,ライスシャワーの絆ゲージ+5,,,,,,,
235,235,2,スタミナ,29,ライスシャワー(SSRサポート),2,5,2,2,通常イベント,曇りの日の1ページ,てるてる坊主を作ろう！,,『良バ場◯』のヒントLv+1,ライスシャワーの絆ゲージ+5,,,,,,,,
236,236,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,1,1,1,連続イベント,『望まれた』ウマ娘,選択肢なし,,体力+10,スタミナ+2,根性+2,賢さ+2,,,,,,
237,237,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,2,1,1,連続イベント,ダイヤのこだわり,なるべく大人しくしていよう……,,賢さ+10,サトノダイヤモンドの絆ゲージ+5,サトノダイヤモンドの絆ゲージ+5,,,,,,,
238,238,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,2,2,1,連続イベント,ダイヤのこだわり,不幸が起こるか、確かめに行こう！,,体力+15,スタミナ+10,やる気ダウン,根性+20,,,,,,
239,239,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,3,1,1,連続イベント,あなたにだけは絶対に,消灯時間まで見守る,,体力-20,スタミナ+30,「鋼の意志」のヒントLv+1,サトノダイヤモンドの絆ゲージ+5,,,,,,
240,240,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,3,2,1,連続イベント,あなたにだけは絶対に,そっとこの場を立ち去る,,体力+5,根性+5,『鋼の意志』のヒントLv+1,サトノダイヤモンドの絆ゲージ+5,,,,,,
241,241,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,4,1,2,通常イベント,新しいもの、大好きです！,ティーカップで飲むのか？,,根性+10,サトノダイヤモンドの絆ゲージ+5,,,,,,,,
242,242,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,4,2,2,通常イベント,新しいもの、大好きです！,メロンソーダは初めて？,,体力-10,スタミナ+20,サトノダイヤモンドの絆ゲージ+5,,,,,,,
243,243,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,5,1,2,通常イベント,難しいこと、大好きです！,よし、やってみよう！,,スタミナ+5,根性+10,サトノダイヤモンドの絆ゲージ+5,,,,,,,
244,244,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,5,2,2,通常イベント,難しいこと、大好きです！,まずは1度様子を見よう,,『逃げためらい』のヒントLv+1,サトノダイヤモンドの絆ゲージ+5,,,,,,,,
245,245,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,1,1,1,連続イベント,花咲く、一歩！,選択肢なし,,スキルpt+15,,,,,,,,,
246,246,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,2,1,1,連続イベント,花咲く、希望！,どうせなら思いっきり楽しもう！,,スタミナ+15,サクラチヨノオーの絆ゲージ+5,バッドコンディションが治る,,,,,,,
247,247,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,2,2,1,連続イベント,花咲く、希望！,どうせなら思いっきり楽しもう！,,体力-10,根性+15,サクラチヨノオーの絆ゲージ+5,,,,,,,
248,248,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,2,3,1,連続イベント,花咲く、希望！,のんびりやるといいよ,,体力+10,やる気アップ,サクラチヨノオーの絆ゲージ+5,,,,,,,
249,249,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,3,1,1,連続イベント,花咲く、いつか！,結果はすぐには出ない,,体力-15,スタミナ+20,スキルpt+10,『スピードスター』のヒントLv+3,サクラチヨノオーの絆ゲージ+5,,,,,
250,250,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,3,2,1,連続イベント,花咲く、いつか！,もう克服は諦める？,,スピード+5,スタミナ+10,パワー+5,スキルPt+30,サクラチヨノオーの絆ゲージ+5,,,,,
251,251,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,4,1,2,通常イベント,今日の格言！,1種類を徹底的にやるとか？,,体力-10,パワー+20,,,,,,,,
252,252,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,4,2,2,通常イベント,今日の格言！,いろいろ試してみるとか？,,体力+5,スキルPt+10,サクラチヨノオーの絆ゲージ+5,,,,,,,
253,253,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,5,1,2,通常イベント,いつか咲く、その日まで……,自分らしさも大事かと,,体力+5,スタミナ＋5,サクラチヨノオーの絆ゲージ+5,,,,,,,
254,254,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,5,2,2,通常イベント,いつか咲く、その日まで……,きっとなれる！,,『春ウマ娘◯』のヒントLv+1,サクラチヨノオーの絆ゲージ+5,,,,,,,,
255,255,2,スタミナ,32,ミホノブルボン(BD特典),2,1,1,1,連続イベント,花咲く、一歩！,選択肢なし,,スキルpt+15,,,,,,,,,
256,256,2,スタミナ,32,ミホノブルボン(BD特典),2,2,1,1,連続イベント,花咲く、希望！,どうせなら思いっきり楽しもう！,,スタミナ+15,サクラチヨノオーの絆ゲージ+5,バッドコンディションが治る,,,,,,,
257,257,2,スタミナ,32,ミホノブルボン(BD特典),2,2,2,1,連続イベント,花咲く、希望！,どうせなら思いっきり楽しもう！,,体力-10,根性+15,サクラチヨノオーの絆ゲージ+5,,,,,,,
258,258,2,スタミナ,32,ミホノブルボン(BD特典),2,2,3,1,連続イベント,花咲く、希望！,のんびりやるといいよ,,体力+10,やる気アップ,サクラチヨノオーの絆ゲージ+5,,,,,,,
259,259,2,スタミナ,32,ミホノブルボン(BD特典),2,3,1,1,連続イベント,花咲く、いつか！,結果はすぐには出ない,,体力-15,スタミナ+20,スキルpt+10,『スピードスター』のヒントLv+3,サクラチヨノオーの絆ゲージ+5,,,,,
260,260,2,スタミナ,32,ミホノブルボン(BD特典),2,3,2,1,連続イベント,花咲く、いつか！,結果はすぐには出ない,,体力-15,スタミナ+10,スキルpt+5,『抜け出し準備』のヒントLv+3,サクラチヨノオーの絆ゲージ+5,,,,,
261,261,2,スタミナ,32,ミホノブルボン(BD特典),2,3,3,1,連続イベント,花咲く、いつか！,もう克服は諦める？,,スピード+5,スタミナ+10,パワー+5,スキルPt+30,サクラチヨノオーの絆ゲージ+5,,,,,
262,262,2,スタミナ,32,ミホノブルボン(BD特典),2,4,1,2,通常イベント,今日の格言！,1種類を徹底的にやるとか？,,体力-10,パワー+20,サクラチヨノオーの絆ゲージ+5,,,,,,,
263,263,2,スタミナ,32,ミホノブルボン(BD特典),2,4,2,2,通常イベント,今日の格言！,いろいろ試してみるとか？,,体力+5,スキルPt+10,サクラチヨノオーの絆ゲージ+5,,,,,,,
264,264,2,スタミナ,32,ミホノブルボン(BD特典),2,5,1,2,通常イベント,いつか咲く、その日まで……,自分らしさも大事かと,,体力+5,スタミナ＋5,サクラチヨノオーの絆ゲージ+5,,,,,,,
265,265,2,スタミナ,32,ミホノブルボン(BD特典),2,5,2,2,通常イベント,いつか咲く、その日まで……,きっとなれる！,,『春ウマ娘◯』のヒントLv+1,サクラチヨノオーの絆ゲージ+5,,,,,,,,
266,266,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,1,1,1,連続イベント,チケゾー☆探検隊！,選択肢なし,,スピード+5,スタミナ+5,,,,,,,,
267,267,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,2,1,1,連続イベント,チケゾー☆フレンドシップ！,笑顔笑顔！,,スタミナ+3,根性+3,『十万バリキ』のヒントLv+1,ウイニングチケットの絆ゲージ+10,,,,,,
268,268,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,2,2,1,連続イベント,チケゾー☆フレンドシップ！,一旦、どこかで落ち着こうか？,,体力+25,『おひとり様◯』のヒントLv+3,ウイニングチケットの絆ゲージ-5,連続イベントが終了,,,,,,
269,269,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,3,1,1,連続イベント,チケゾー☆ナイトフィーバー！,選択肢なし,,スピード+8,スタミナ+8,根性+8,『努力家』のヒントLv+1,,,,,,
270,270,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,4,1,1,通常イベント,全・力・競・走！！,手すりショートカットだ！,,『差しコーナー◯』のヒントLv+1,ウイニングチケットの絆ゲージ+5,,,,,,,,
271,271,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,4,2,2,通常イベント,全・力・競・走！！,相手の動きを予想してみるとか,,スキルPt+30,ウイニングチケットの絆ゲージ+5,,,,,,,,
272,272,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,5,1,2,通常イベント,全・力・筋・肉！！,わかる！とことんやりたい,,スタミナ+5,スキルPt+15,ウイニングチケットの絆ゲージ+5,,,,,,,
273,273,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,5,2,2,通常イベント,全・力・筋・肉！！,スポーツドリンクを渡す,,やる気アップ,スキルPt+15,ウイニングチケットの絆ゲージ+5,,,,,,,
274,274,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,1,1,1,連続イベント,奏でようWINNING!,親睦会！！,,根性+10,『栄養補給』のヒントLv+1,,,,,,,,
275,275,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,1,2,1,連続イベント,奏でようWINNING!,体を動かせば、練習にもなるよ,,スピード+10,『軽やかステップ』のヒントLv+1,,,,,,,,
276,276,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,2,1,1,連続イベント,踊れDREAM!,選択肢なし,,スタミナ+10,スキルPt+10,,,,,,,,
277,277,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,3,1,1,連続イベント,響き合うStage!,選択肢なし,,スピード+5,スタミナ+5,『コンセントレーション』のヒントLv+1,,,,,,,
278,278,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,4,1,2,通常イベント,どこまでも,構わないよ,,スピード+10,スタミナ+5,サイレンススズカの絆ゲージ+5,,,,,,,
279,279,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,4,2,2,通常イベント,どこまでも,全力で走ってみて,,スピード+15,サイレンススズカの絆ゲージ+5,,,,,,,,
280,280,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,5,1,2,通常イベント,どうすれば,一緒に併走してあげるのは？,,スピード+5,スタミナ+5,賢さ+5,サイレンススズカの絆ゲージ+5,,,,,,
281,281,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,5,2,2,通常イベント,どうすれば,その左回りにコツが隠されてるのかも,,『左回り◯』のヒントLv+1,サイレンススズカの絆ゲージ+5,,,,,,,,
282,282,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,1,1,1,連続イベント,予兆の夜,見過ごせない！俺が君の代わりになる！,,スタミナ+10,スタミナ+10,根性+5,スキルPt+10,ナカヤマフェスタの絆ゲージ+5,※選択肢で連続イベント3が分岐,,,,
283,283,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,1,2,1,連続イベント,予兆の夜,全力で逃げるぞ！,,体力-10,スキルPt+5,ナカヤマフェスタの絆ゲージ+5,※選択肢で連続イベント3が分岐,,,,,,
284,284,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,2,1,1,連続イベント,火花散る昼,選択肢なし,,スキルPt+25,ナカヤマフェスタの絆ゲージ+5,,,,,,,,
285,285,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,3,1,1,連続イベント,闇に溶ける夕,選択肢なし,1回目で上選択：,スキルPt+40,『ウマ好み』のヒントLv+1,ナカヤマフェスタの絆ゲージ+5,,,,,,,
286,286,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,3,2,1,連続イベント,闇に溶ける夕,選択肢なし,1回目で下選択で成功：,スタミナ+15,根性+15,スキルPt+20,『決死の覚悟』のヒントLv+3,ナカヤマフェスタの絆ゲージ+5,,,,,
287,287,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,3,3,1,連続イベント,闇に溶ける夕,選択肢なし,1回目で下選択で失敗：,やる気ダウン,根性+10,『ありったけ』のヒントLv+3,ナカヤマフェスタの絆ゲージ+5,,,,,,
288,288,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,4,1,1,通常イベント,夕暮れにひと勝負,危険だ……ひとまずこの勝負は降りよう,,体力+15,ナカヤマフェスタの絆ゲージ+5,,,,,,,,
289,289,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,4,2,2,通常イベント,夕暮れにひと勝負,ブラフだ……全部のコインを賭ける！,,根性+15,ナカヤマフェスタの絆ゲージ+5,,,,,,,,
290,290,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,5,1,2,通常イベント,夕暮れの独り飯,ホルモン煮込みかな,,『中山レース場◯』のヒントLv+1,ナカヤマフェスタの絆ゲージ+5,,,,,,,,
291,291,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,5,2,2,通常イベント,夕暮れの独り飯,カツカレーがいいな,,『阪神レース場◯』のヒントLv+1,ナカヤマフェスタの絆ゲージ+5,,,,,,,,
292,292,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,1,1,1,連続イベント,いつかの標的,選択肢なし,,スタミナ+10,,,,,,,,,
293,293,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,2,1,1,連続イベント,池の覇者,(すごいオーラだ！),成功：,体力最大値+4,スタミナ+10,『テンポアップ』のヒントLv+1,ナリタブライアンの絆ゲージ+5,,,,,,
294,294,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,2,2,1,連続イベント,池の覇者,(すごいオーラだ！),失敗：,根性+10,ナリタブライアンの絆ゲージ-5,,,,,,,,
295,295,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,2,3,1,連続イベント,池の覇者,(力押し過ぎないか……？),,賢さ+10,ナリタブライアンの絆ゲージ+5,,,,,,,,
296,296,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,3,2,1,連続イベント,戦場の心得,選択肢なし,,スタミナ+5,パワー+5br]「ハヤテ一文字」のヒントLv+2,ナリタブライアンの絆ゲージ+5,,,,,,,
297,297,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,4,1,1,連続イベント,生徒会役員！,手伝おうか？,,やる気アップ,スピード+5,ナリタブライアンの絆ゲージ+5,,,,,,,
298,298,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,4,2,2,連続イベント,生徒会役員！,体力が付きそうだ,,体力最大値+4,ナリタブライアンの絆ゲージ+5,,,,,,,,
299,299,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,5,1,2,通常イベント,孤狼,無理しないようにな,スピード+3,スタミナ+3,パワー+3,ナリタブライアンの絆ゲージ+5,,,,,,,
300,300,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,5,2,2,通常イベント,孤狼,1人で走りたかったんだな,,『一匹狼』のヒントLv+1,ナリタブライアンの絆ゲージ+5,,,,,,,,
301,301,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,1,1,1,連続イベント,ヒカレテ,選択肢なし,,スタミナ+10,賢さ+5,,,,,,,,
302,302,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,2,1,1,連続イベント,ミツケテ,早く休んで朝にまた走れば？,成功時：,スタミナ+10,賢さ+10,『長距離コーナー◯』のヒントLv+1,マンハッタンカフェの絆ゲージ+5,,,,,,
303,303,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,2,2,1,連続イベント,ミツケテ,早く休んで朝にまた走れば？,失敗時：,体力+15,『長距離コーナー◯』のヒントLv+1,『夜ふかし気味』になる,マンハッタンカフェの絆ゲージ+5,,,,,,
304,304,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,2,3,1,連続イベント,ミツケテ,無理はよくない,,体力+15,マンハッタンカフェの絆ゲージ+5,,,,,,,,
305,305,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,3,1,1,連続イベント,オイカケテ,選択肢なし,,スタミナ+15,『スタミナグリード』のヒントLv+1,マンハッタンカフェの絆ゲージ+5,,,,,,,
306,306,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,4,1,2,通常イベント,夜の独走,……いつもこんなに走りこんでいるのか？,,スタミナ+10,マンハッタンカフェの絆ゲージ+5,,,,,,,,
307,307,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,4,2,2,通常イベント,夜の独走,……すごい集中力だな,,体力+10,スタミナ+5,マンハッタンカフェの絆ゲージ+5,,,,,,,
308,308,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,5,1,2,通常イベント,静けさを嗜む,リラックスタイムだったのか？,,スタミナ+5,スキルPt+15,マンハッタンカフェの絆ゲージ+5,,,,,,,
309,309,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,5,2,2,通常イベント,静けさを嗜む,こんな暗い所にひとりでも、怖くないんだな,,『非根幹距離◯』のヒントLv+1,マンハッタンカフェの絆ゲージ+5,,,,,,,,
310,310,2,スタミナ,38,メイショウドトウ(SSRサポート),2,1,1,1,連続イベント,ヒカレテ,選択肢なし,,スタミナ+10,賢さ+5,,,,,,,,
311,311,2,スタミナ,38,メイショウドトウ(SSRサポート),2,2,1,1,連続イベント,ミツケテ,早く休んで朝にまた走れば？,成功時：,スタミナ+10,賢さ+10,『長距離コーナー◯』のヒントLv+1,マンハッタンカフェの絆ゲージ+5,,,,,,
312,312,2,スタミナ,38,メイショウドトウ(SSRサポート),2,2,2,1,連続イベント,ミツケテ,早く休んで朝にまた走れば？,失敗時：,体力+15,『長距離コーナー◯』のヒントLv+1,『夜ふかし気味』になる,マンハッタンカフェの絆ゲージ+5,,,,,,
313,313,2,スタミナ,38,メイショウドトウ(SSRサポート),2,2,3,1,連続イベント,ミツケテ,無理はよくない,,体力+15,マンハッタンカフェの絆ゲージ+5,,,,,,,,
314,314,2,スタミナ,38,メイショウドトウ(SSRサポート),2,3,1,1,連続イベント,オイカケテ,選択肢なし,,スタミナ+15,『スタミナグリード』のヒントLv+1,マンハッタンカフェの絆ゲージ+5,,,,,,,
315,315,2,スタミナ,38,メイショウドトウ(SSRサポート),2,4,1,2,通常イベント,夜の独走,……いつもこんなに走りこんでいるのか？,,スタミナ+10,マンハッタンカフェの絆ゲージ+5,,,,,,,,
316,316,2,スタミナ,38,メイショウドトウ(SSRサポート),2,4,2,2,通常イベント,夜の独走,……すごい集中力だな,,体力+10,スキルPt+15,マンハッタンカフェの絆ゲージ+5,,,,,,,
317,317,2,スタミナ,38,メイショウドトウ(SSRサポート),2,5,1,2,通常イベント,静けさを嗜む,リラックスタイムだったのか？,,スタミナ+5,マンハッタンカフェの絆ゲージ+5,,,,,,,,
318,318,2,スタミナ,38,メイショウドトウ(SSRサポート),2,5,2,2,通常イベント,静けさを嗜む,こんな暗い所にひとりでも、怖くないんだな,,『非根幹距離◯』のヒントLv+1,マンハッタンカフェの絆ゲージ+5,,,,,,,,
319,319,2,スタミナ,39,マヤノトップガン(SRサポート),2,1,1,1,連続イベント,まだまだタキシング中？,選択肢なし,,スキルPt+30,マヤノトップガンの絆ゲージ+5,,,,,,,,
320,320,2,スタミナ,39,マヤノトップガン(SRサポート),2,2,1,1,連続イベント,トレンドへテイクオフ♪,選択肢なし,,スタミナ+10,スキルPt+15,『集中力』のヒントLv+1,マヤノトップガンの絆ゲージ+5,,,,,,
321,321,2,スタミナ,39,マヤノトップガン(SRサポート),2,3,1,2,通常イベント,マヤノ的おやつ会議！,新フレーバーに挑戦！,,スタミナ+5,根性+5,マヤノトップガンの絆ゲージ+5,,,,,,,
322,322,2,スタミナ,39,マヤノトップガン(SRサポート),2,3,2,2,通常イベント,マヤノ的おやつ会議！,テッパンが1番！,,スタミナ+10,マヤノトップガンの絆ゲージ+5,,,,,,,,
323,323,2,スタミナ,39,マヤノトップガン(SRサポート),2,4,1,2,通常イベント,マヤノ的ファッション会議！,最新の技有りコーデ！,,『直線巧者』のヒントLv+1,マヤノトップガンの絆ゲージ+5,,,,,,,,
324,324,2,スタミナ,39,マヤノトップガン(SRサポート),2,4,2,2,通常イベント,マヤノ的ファッション会議！,動きやすい機能美コーデ！,,スタミナ+10,マヤノトップガンの絆ゲージ+5,,,,,,,,
325,325,2,スタミナ,40,マンハッタンカフェ(SRサポート),2,1,1,1,連続イベント,雨のお誘い,選択肢なし,,体力+15,スキルPt+15,,,,,,,,
326,326,2,スタミナ,40,マンハッタンカフェ(SRサポート),2,2,1,1,連続イベント,大雨のお誘い,選択肢なし,,スタミナ+15,『読解力』のヒントLv+1,マンハッタンカフェの絆ゲージ+5,,,,,,,
327,327,2,スタミナ,40,マンハッタンカフェ(SRサポート),2,3,1,2,通常イベント,夜の独走,……いつもこんなに走りこんでいるのか？,,スタミナ+10,マンハッタンカフェの絆ゲージ+5,,,,,,,,
328,328,2,スタミナ,40,マンハッタンカフェ(SRサポート),2,3,2,2,通常イベント,夜の独走,……すごい集中力だな,,体力+10,スタミナ+5,マンハッタンカフェの絆ゲージ+5,,,,,,,
