id,carSkillMasterId,typeNo,typeName,cardId,cardName,sortNum,eventType,eventTypeName,skillName,skillContents
193,193,1,スピード,20,ナリタタイシン(SRサポート),9,2,所持スキル,一匹狼,自分だけが一匹狼の心を持つレースで少し能力が上がる
194,194,1,スピード,21,キングヘイロー(SRサポート),1,1,育成イベント,末脚,ラストスパートで速度がわずかに上がる
195,195,1,スピード,21,キングヘイロー(SRサポート),2,2,所持スキル,詰め寄り,レース終盤に後ろの方だとわずかにスパートしやすくなる＜短距離＞
196,196,1,スピード,21,キングヘイロー(SRサポート),3,2,所持スキル,コーナー回復◯,無駄のないコーナリングで持久力がわずかに回復する
197,197,1,スピード,21,キングヘイロー(SRサポート),4,2,所持スキル,様子見,レース中盤に後ろの方だとわずかに疲れにくくなる＜短距離＞
198,198,1,スピード,21,キングヘイロー(SRサポート),5,2,所持スキル,外枠得意◯,枠番が6〜8のレースが少し得意になる
199,199,1,スピード,21,キングヘイロー(SRサポート),6,2,所持スキル,良バ場◯,「良」のバ場状態が少し得意になる
200,200,1,スピード,21,キングヘイロー(SRサポート),7,2,所持スキル,曇りの日◯,曇りの日のレースが少し得意になる
201,201,1,スピード,22,スイープトウショウ(SRサポート),1,1,育成イベント,ギアシフト,レース中盤に前の方にいるとわずかに抜かしやすくなる＜マイル＞
202,202,1,スピード,22,スイープトウショウ(SRサポート),2,1,育成イベント,負けん気,追い抜きがわずかに成功しやすくなる＜マイル＞
203,203,1,スピード,22,スイープトウショウ(SRサポート),3,2,所持スキル,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞
204,204,1,スピード,22,スイープトウショウ(SRサポート),4,2,所持スキル,逃げためらい,レース終盤に作戦・逃げのウマ娘をためらわせて速度をわずかに下げる
205,205,1,スピード,22,スイープトウショウ(SRサポート),5,2,所持スキル,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
206,206,1,スピード,22,スイープトウショウ(SRサポート),6,2,所持スキル,対抗意識◯,自分と同じ作戦のウマ娘が6人以上だと能力を少し発揮しやすい
207,207,1,スピード,23,シンコウウインディ(SRサポート),1,1,育成イベント,ギアシフト,レース中盤に前の方にいるとわずかに抜かしやすくなる＜マイル＞
208,208,1,スピード,23,シンコウウインディ(SRサポート),2,1,育成イベント,負けん気,追い抜きがわずかに成功しやすくなる＜マイル＞
209,209,1,スピード,23,シンコウウインディ(SRサポート),3,2,所持スキル,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞
210,210,1,スピード,23,シンコウウインディ(SRサポート),4,2,所持スキル,逃げためらい,レース終盤に作戦・逃げのウマ娘をためらわせて速度をわずかに下げる
211,211,1,スピード,23,シンコウウインディ(SRサポート),5,2,所持スキル,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
212,212,1,スピード,23,シンコウウインディ(SRサポート),6,2,所持スキル,対抗意識◯,自分と同じ作戦のウマ娘が6人以上だと能力を少し発揮しやすい
213,213,1,スピード,24,ウオッカ(SRサポート),1,1,育成イベント,マイルコーナー◯,コーナーで速度がわずかに上がる＜マイル＞
214,214,1,スピード,24,ウオッカ(SRサポート),2,1,育成イベント,垂れウマ回避,ラストスパートで前が塞がれた時の立ち回りがわずかにうまくなる
215,215,1,スピード,24,ウオッカ(SRサポート),3,2,所持スキル,末脚,ラストスパートで速度がわずかに上がる
216,216,1,スピード,24,ウオッカ(SRサポート),4,2,所持スキル,直線巧者,直線で速度がわずかに上がる
217,217,1,スピード,24,ウオッカ(SRサポート),5,2,所持スキル,マイル直線◯,直線で速度がわずかに上がる＜マイル＞
218,218,1,スピード,24,ウオッカ(SRサポート),6,2,所持スキル,中距離直線◯,直線で速度がわずかに上がる＜中距離＞
219,219,1,スピード,24,ウオッカ(SRサポート),7,2,所持スキル,直線加速,直線で加速力がわずかに上がる
220,220,1,スピード,24,ウオッカ(SRサポート),8,2,所持スキル,上昇気流,レース終盤に後ろの方だと追い抜く力がわずかに上がる＜マイル＞
221,221,1,スピード,24,ウオッカ(SRサポート),9,2,所持スキル,差し切り体勢,レース終盤で加速力がわずかに上がる＜作戦・差し＞
222,222,1,スピード,24,ウオッカ(SRサポート),10,2,所持スキル,直線回復,直線で持久力がわずかに回復する
223,223,1,スピード,24,ウオッカ(SRサポート),11,2,所持スキル,東京レース場◯,東京レース場が少し得意になる
234,234,2,スタミナ,25,ゴールドシップ(SSRサポート),1,1,育成イベント,曲線のソムリエ,華麗なコーナーワークで加速力が上がる
235,235,2,スタミナ,25,ゴールドシップ(SSRサポート),2,1,育成イベント,阪神レース場◯,阪神レース場が少し得意になる
236,236,2,スタミナ,25,ゴールドシップ(SSRサポート),3,2,所持スキル,ウマ好み,近くにウマ娘がたくさんいると速度がわずかに上がる
237,237,2,スタミナ,25,ゴールドシップ(SSRサポート),4,2,所持スキル,内弁慶,最終コーナーで内ラチ側にいると速度がわずかに上がる＜長距離＞
238,238,2,スタミナ,25,ゴールドシップ(SSRサポート),5,2,所持スキル,追い上げ,レース終盤で追い抜くと速度がわずかに上がる＜長距離＞
239,239,2,スタミナ,25,ゴールドシップ(SSRサポート),6,2,所持スキル,登山家,上り坂がわずかに上手くなる
240,240,2,スタミナ,25,ゴールドシップ(SSRサポート),7,2,所持スキル,地固め,レース序盤にスキルを多く発動すると加速力がわずかに上がる
241,241,2,スタミナ,25,ゴールドシップ(SSRサポート),8,2,所持スキル,直線一気,ラストスパートの直線で加速力がわずかに上がる＜作戦・追込＞
242,242,2,スタミナ,25,ゴールドシップ(SSRサポート),9,2,所持スキル,お見通し,左右に移動すると状況を把握して視野がわずかに広くなる＜作戦・追込＞
243,243,2,スタミナ,25,ゴールドシップ(SSRサポート),10,2,所持スキル,策士,レース終盤に後ろの方にいると視野がわずかに広くなる＜作戦・追込＞
244,244,2,スタミナ,25,ゴールドシップ(SSRサポート),11,2,所持スキル,後方待機,レース中盤に脚を溜めてわずかに疲れにくくなる＜作戦・追込＞
245,245,2,スタミナ,25,ゴールドシップ(SSRサポート),12,2,所持スキル,下校の楽しみ,下り坂でわずかに疲れにくくなる＜作戦・追込＞
246,246,2,スタミナ,25,ゴールドシップ(SSRサポート),13,2,所持スキル,まなざし,レース終盤に目を付けたウマ娘の緊張感がわずかに増す＜作戦・追込＞
247,247,2,スタミナ,25,ゴールドシップ(SSRサポート),14,2,所持スキル,目くらまし,レース終盤で前方のウマ娘の視野が少し狭くなる＜長距離＞
248,248,2,スタミナ,25,ゴールドシップ(SSRサポート),15,2,所持スキル,シンパシー,シンパシーの心を持つウマ娘が多いレースだと少し能力が上がる
249,249,2,スタミナ,25,ゴールドシップ(SSRサポート),16,2,所持スキル,追込のコツ◯,良い位置に少しつきやすくなる＜作戦・追込＞
250,250,2,スタミナ,26,セイウンスカイ(SSRスタミナ),1,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
251,251,2,スタミナ,26,セイウンスカイ(SSRスタミナ),2,1,育成イベント,リードキープ,レース中盤に大きく差をつけ先頭だとリードをわずかに保ちやすい＜長距離＞
252,252,2,スタミナ,26,セイウンスカイ(SSRスタミナ),3,1,育成イベント,急ぎ足,レース中盤でわずかに前に行きやすくなる＜作戦・逃げ＞
253,253,2,スタミナ,26,セイウンスカイ(SSRスタミナ),4,1,育成イベント,二の矢,レース中盤に後ろにいると加速力がわずかに上がる＜作戦・逃げ＞
254,254,2,スタミナ,26,セイウンスカイ(SSRスタミナ),5,2,所持スキル,尻尾上がり,レース中盤にスキルを多く発動すると速度がわずかに上がる
255,255,2,スタミナ,26,セイウンスカイ(SSRスタミナ),6,2,所持スキル,先行ためらい,レース終盤に作戦・先行のウマ娘をためらわせて速度をわずかに下げる
256,256,2,スタミナ,26,セイウンスカイ(SSRスタミナ),7,2,所持スキル,トリック（前）,レース中盤に前の方にいると後ろの掛かったウマ娘がわずかに疲れる
257,257,2,スタミナ,26,セイウンスカイ(SSRスタミナ),8,2,所持スキル,差し駆け引き,作戦が差しのウマ娘が掛かると落ち着くまで時間がかかる
258,258,2,スタミナ,26,セイウンスカイ(SSRスタミナ),9,2,所持スキル,伏兵◯,4番人気以下のレースで能力を少し発揮しやすい
259,259,2,スタミナ,26,セイウンスカイ(SSRスタミナ),10,2,所持スキル,内枠得意◯,枠番が1〜3のレースが少し得意になる
260,260,2,スタミナ,27,タマモクロス(SSRサポート),1,1,育成イベント,迅速果断,レース中盤で速度が上がる＜作戦・差し＞
261,261,2,スタミナ,27,タマモクロス(SSRサポート),2,1,育成イベント,ウマ込み冷静,レース中盤に囲まれると持久力がわずかに回復する
262,262,2,スタミナ,27,タマモクロス(SSRサポート),3,2,所持スキル,中距離コーナー◯,コーナーで速度がわずかに上がる＜中距離＞
263,263,2,スタミナ,27,タマモクロス(SSRサポート),4,2,所持スキル,十万バリキ,上り坂で速度がわずかに上がる＜作戦・差し＞
264,264,2,スタミナ,27,タマモクロス(SSRサポート),5,2,所持スキル,イナズマステップ,レース中盤に後ろの方にいると少し囲まれにくくなる＜中距離＞
265,265,2,スタミナ,27,タマモクロス(SSRサポート),6,2,所持スキル,前途洋々,レース中盤に先頭だとわずかに疲れにくくなる＜中距離＞
266,266,2,スタミナ,27,タマモクロス(SSRサポート),7,2,所持スキル,軽やかステップ,左右に動いてもわずかに疲れにくくなる＜中距離＞
267,267,2,スタミナ,27,タマモクロス(SSRサポート),8,2,所持スキル,差し焦り,レース中盤に作戦・差しのウマ娘を焦らせてわずかに疲れやすくする
268,268,2,スタミナ,27,タマモクロス(SSRサポート),9,2,所持スキル,差し駆け引き,作戦が差しのウマ娘が掛かると落ち着くまで時間がかかる
269,269,2,スタミナ,28,スーパークリーク(SSRサポート),1,1,育成イベント,円弧のマエストロ,無駄のないコーナリングで持久力が回復する
270,270,2,スタミナ,28,スーパークリーク(SSRサポート),2,1,育成イベント,深呼吸,直線に入ると息を入れてわずかに疲れにくくなる＜長距離＞
271,271,2,スタミナ,28,スーパークリーク(SSRサポート),3,2,所持スキル,末脚,ラストスパートで速度がわずかに上がる
272,272,2,スタミナ,28,スーパークリーク(SSRサポート),4,2,所持スキル,ペースアップ,レース中盤に追い抜くと速度がわずかに上がる
273,273,2,スタミナ,28,スーパークリーク(SSRサポート),5,2,所持スキル,コーナー回復◯,無駄のないコーナリングで持久力がわずかに回復する
274,274,2,スタミナ,28,スーパークリーク(SSRサポート),6,2,所持スキル,先行ためらい,レース終盤に作戦・先行のウマ娘をためらわせて速度をわずかに下げる
275,275,2,スタミナ,28,スーパークリーク(SSRサポート),7,2,所持スキル,良バ場◯,「良」のバ場状態が少し得意になる
276,276,2,スタミナ,29,ライスシャワー(SSRサポート),1,1,育成イベント,火事場のバ鹿力,力を出し切った時に走る気力が復活する＜長距離＞
277,277,2,スタミナ,29,ライスシャワー(SSRサポート),2,1,育成イベント,別腹タンク,力を出し切った時に走る気力がわずかに復活する＜長距離＞
278,278,2,スタミナ,29,ライスシャワー(SSRサポート),3,1,育成イベント,良バ場◯,「良」のバ場状態が少し得意になる
279,279,2,スタミナ,29,ライスシャワー(SSRサポート),4,2,所持スキル,登山家,上り坂がわずかに上手くなる
280,280,2,スタミナ,29,ライスシャワー(SSRサポート),5,2,所持スキル,直滑降,下り坂がわずかに得意になる＜作戦・先行＞
281,281,2,スタミナ,29,ライスシャワー(SSRサポート),6,2,所持スキル,深呼吸,直線に入ると息を入れてわずかに疲れにくくなる＜長距離＞
282,282,2,スタミナ,29,ライスシャワー(SSRサポート),7,2,所持スキル,先行けん制,レース序盤に作戦・先行のウマ娘をけん制してわずかに疲れやすくする
283,283,2,スタミナ,29,ライスシャワー(SSRサポート),8,2,所持スキル,先行焦り,レース中盤に作戦・先行のウマ娘を焦らせてわずかに疲れやすくする
284,284,2,スタミナ,29,ライスシャワー(SSRサポート),9,2,所持スキル,先行駆け引き,作戦が先行のウマ娘が掛かると落ち着くまで時間がかかる
285,285,2,スタミナ,29,ライスシャワー(SSRサポート),10,2,所持スキル,かく乱,レース終盤に前の方にいると後方の視野がわずかに狭くなる＜作戦・先行＞
286,286,2,スタミナ,29,ライスシャワー(SSRサポート),11,2,所持スキル,おひとり様◯,自分と同じ作戦のウマ娘がいないと能力を少し発揮しやすい
287,287,2,スタミナ,29,ライスシャワー(SSRサポート),12,2,所持スキル,京都レース場◯,京都レース場が少し得意になる
288,288,2,スタミナ,30,サトノダイヤモンド(SSRサポート),1,1,育成イベント,鋼の意志,レース序盤に前が詰まった時に強い意志を保ち持久力が回復する
289,289,2,スタミナ,30,サトノダイヤモンド(SSRサポート),2,1,育成イベント,逃げためらい,レース終盤に作戦・逃げのウマ娘をためらわせて速度をわずかに下げる
290,290,2,スタミナ,30,サトノダイヤモンド(SSRサポート),3,2,所持スキル,中距離コーナー◯,コーナーで速度がわずかに上がる＜中距離＞
291,291,2,スタミナ,30,サトノダイヤモンド(SSRサポート),4,2,所持スキル,読解力,レース中盤に観察力が高まり視野をわずかに広く持てる＜作戦・差し＞
292,292,2,スタミナ,30,サトノダイヤモンド(SSRサポート),5,2,所持スキル,小休憩,レース終盤に持久力がわずかに回復する＜作戦・差し＞
293,293,2,スタミナ,30,サトノダイヤモンド(SSRサポート),6,2,所持スキル,束縛,レース終盤に後ろの方にいると前の速度をわずかに下げる＜中距離＞
294,294,2,スタミナ,30,サトノダイヤモンド(SSRサポート),7,2,所持スキル,逃げ焦り,レース中盤に作戦・逃げのウマ娘を焦らせてわずかに疲れやすくする
295,295,2,スタミナ,30,サトノダイヤモンド(SSRサポート),8,2,所持スキル,良バ場◯,「良」のバ場状態が少し得意になる
296,296,2,スタミナ,30,サトノダイヤモンド(SSRサポート),9,2,所持スキル,晴れの日◯,晴れの日のレースが少し得意になる
297,297,2,スタミナ,31,サクラチヨノオー(SSRサポート),1,1,育成イベント,スピードスター,最終コーナーで抜け出しやすくなる＜作戦・先行＞
298,298,2,スタミナ,31,サクラチヨノオー(SSRサポート),2,1,育成イベント,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞
299,299,2,スタミナ,31,サクラチヨノオー(SSRサポート),3,1,育成イベント,春ウマ娘◯,春のレースが少し得意になる
300,300,2,スタミナ,31,サクラチヨノオー(SSRサポート),4,2,所持スキル,ギアシフト,レース中盤に前の方にいるとわずかに抜かしやすくなる＜マイル＞
301,301,2,スタミナ,31,サクラチヨノオー(SSRサポート),5,2,所持スキル,食い下がり,最終コーナーで追い抜かれるとわずかに差し返しやすくなる＜中距離＞
302,302,2,スタミナ,31,サクラチヨノオー(SSRサポート),6,2,所持スキル,中距離コーナー◯,コーナーで速度がわずかに上がる＜中距離＞
303,303,2,スタミナ,31,サクラチヨノオー(SSRサポート),7,2,所持スキル,先行のコツ◯,良い位置に少しつきやすくなる＜作戦・先行＞
304,304,2,スタミナ,32,ミホノブルボン(BD特典),1,1,育成イベント,スピードスター,最終コーナーで抜け出しやすくなる＜作戦・先行＞
305,305,2,スタミナ,32,ミホノブルボン(BD特典),2,1,育成イベント,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞
306,306,2,スタミナ,32,ミホノブルボン(BD特典),3,1,育成イベント,春ウマ娘◯,春のレースが少し得意になる
307,307,2,スタミナ,32,ミホノブルボン(BD特典),4,2,所持スキル,ギアシフト,レース中盤に前の方にいるとわずかに抜かしやすくなる＜マイル＞
308,308,2,スタミナ,32,ミホノブルボン(BD特典),5,2,所持スキル,食い下がり,最終コーナーで追い抜かれるとわずかに差し返しやすくなる＜中距離＞
309,309,2,スタミナ,32,ミホノブルボン(BD特典),6,2,所持スキル,中距離コーナー◯,コーナーで速度がわずかに上がる＜中距離＞
310,310,2,スタミナ,32,ミホノブルボン(BD特典),7,2,所持スキル,先行のコツ◯,良い位置に少しつきやすくなる＜作戦・先行＞
311,311,2,スタミナ,33,ウイニングチケット(SSRスタミナ),1,1,育成イベント,努力家,追い抜きが少し成功しやすくなる＜作戦・差し＞
312,312,2,スタミナ,33,ウイニングチケット(SSRスタミナ),2,1,育成イベント,十万バリキ,上り坂で速度がわずかに上がる＜作戦・差し＞
313,313,2,スタミナ,33,ウイニングチケット(SSRスタミナ),3,1,育成イベント,差しコーナー◯,コーナーで速度がわずかに上がる＜作戦・差し＞
314,314,2,スタミナ,33,ウイニングチケット(SSRスタミナ),4,1,育成イベント,おひとり様◯,自分と同じ作戦のウマ娘がいないと能力を少し発揮しやすい
315,315,2,スタミナ,33,ウイニングチケット(SSRスタミナ),5,2,所持スキル,外差し準備,最終コーナーで外から追い抜くと速度がわずかに上がる＜作戦・差し＞
316,316,2,スタミナ,33,ウイニングチケット(SSRスタミナ),6,2,所持スキル,位置取り押し上げ,レース中盤で速度がわずかに上がる＜作戦・差し＞
317,317,2,スタミナ,33,ウイニングチケット(SSRスタミナ),7,2,所持スキル,差し切り体勢,レース終盤で加速力がわずかに上がる＜作戦・差し＞
318,318,2,スタミナ,33,ウイニングチケット(SSRスタミナ),8,2,所持スキル,良バ場◯,「良」のバ場状態が少し得意になる
319,319,2,スタミナ,33,ウイニングチケット(SSRスタミナ),9,2,所持スキル,曇りの日◯,曇りの日のレースが少し得意になる
320,320,2,スタミナ,34,サイレンススズカ(SSRスタミナ),1,1,育成イベント,コンセントレーション,スタートが得意になり出遅れる時間が少なくなる
321,321,2,スタミナ,34,サイレンススズカ(SSRスタミナ),2,1,育成イベント,軽やかステップ,左右に動いてもわずかに疲れにくくなる＜中距離＞
322,322,2,スタミナ,34,サイレンススズカ(SSRスタミナ),3,1,育成イベント,栄養補給,レース中盤に持久力がわずかに回復する＜作戦・先行＞
323,323,2,スタミナ,34,サイレンススズカ(SSRスタミナ),4,1,育成イベント,左回り◯,左回りコースが少し得意になる
324,324,2,スタミナ,34,サイレンススズカ(SSRスタミナ),5,2,所持スキル,急ぎ足,レース中盤でわずかに前に行きやすくなる＜作戦・逃げ＞
325,325,2,スタミナ,34,サイレンススズカ(SSRスタミナ),6,2,所持スキル,逃げ直線◯,直線で速度がわずかに上がる＜作戦・逃げ＞
326,326,2,スタミナ,34,サイレンススズカ(SSRスタミナ),7,2,所持スキル,逃げコーナー◯,コーナーで速度がわずかに上がる＜作戦・逃げ＞
327,327,2,スタミナ,34,サイレンススズカ(SSRスタミナ),8,2,所持スキル,先頭プライド,レース序盤にわずかに追い抜かれにくくなる＜作戦・逃げ＞
328,328,2,スタミナ,34,サイレンススズカ(SSRスタミナ),9,2,所持スキル,先駆け,レース序盤でわずかに前に行きやすくなる＜作戦・逃げ＞
329,329,2,スタミナ,34,サイレンススズカ(SSRスタミナ),10,2,所持スキル,押し切り準備,最終コーナーで先頭をわずかにキープしやすくなる＜作戦・逃げ＞
330,330,2,スタミナ,34,サイレンススズカ(SSRスタミナ),11,2,所持スキル,集中力,スタートが得意になり出遅れる時間がわずかに少なくなる
331,331,2,スタミナ,34,サイレンススズカ(SSRスタミナ),12,2,所持スキル,前途洋々,レース中盤に先頭だとわずかに疲れにくくなる＜中距離＞
332,332,2,スタミナ,34,サイレンススズカ(SSRスタミナ),13,2,所持スキル,逃げのコツ◯,良い位置に少しつきやすくなる＜作戦・逃げ＞
333,333,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),1,1,育成イベント,決死の覚悟,ラストスパートの直線で好位置にいると速度が上がる＜中距離＞
334,334,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),2,1,育成イベント,ウマ好み,近くにウマ娘がたくさんいると速度がわずかに上がる
335,335,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),3,1,育成イベント,ありったけ,ラストスパートの直線で好位置にいると速度がわずかに上がる＜中距離＞
336,336,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),4,1,育成イベント,中山レース場◯,中山レース場が少し得意になる
337,337,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),5,1,育成イベント,阪神レース場◯,阪神レース場が少し得意になる
339,339,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),7,2,所持スキル,食い下がり,最終コーナーで追い抜かれるとわずかに差し返しやすくなる＜中距離＞
340,340,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),8,2,所持スキル,ありったけ,ラストスパートの直線で好位置にいると速度がわずかに上がる＜中距離＞
341,341,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),9,2,所持スキル,外差し準備,最終コーナーで外から追い抜くと速度がわずかに上がる＜作戦・差し＞
342,342,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),10,2,所持スキル,差し直線◯,直線で速度がわずかに上がる＜作戦・差し＞
343,343,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),11,2,所持スキル,差し切り体勢,レース終盤で加速力がわずかに上がる＜作戦・差し＞
344,344,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),12,2,所持スキル,鋭い眼光,レース終盤に他のウマ娘がわずかに動揺する＜作戦・差し＞
345,345,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),13,2,所持スキル,伏兵◯,4番人気以下のレースで能力を少し発揮しやすい
346,346,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),14,2,所持スキル,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
347,347,2,スタミナ,35,ナカヤマフェスタ(SSRサポート),15,2,所持スキル,ラッキーセブン,枠番が7の時に少し良いことが起きる場合がある
348,348,2,スタミナ,36,ナリタブライアン(SSRスタミナ),1,1,育成イベント,ハヤテ一文字,直線で速度が上がる
349,349,2,スタミナ,36,ナリタブライアン(SSRスタミナ),2,1,育成イベント,テンポアップ,レース中盤に前の方だとわずかに好位置を取りやすくなる＜中距離＞
350,350,2,スタミナ,36,ナリタブライアン(SSRスタミナ),3,1,育成イベント,一匹狼,自分だけが一匹狼の心を持つレースで少し能力が上がる
351,351,2,スタミナ,36,ナリタブライアン(SSRスタミナ),4,1,育成イベント,一匹狼,自分だけが一匹狼の心を持つレースで少し能力が上がる
352,352,2,スタミナ,36,ナリタブライアン(SSRスタミナ),5,2,所持スキル,中距離直線◯,直線で速度がわずかに上がる＜中距離＞
353,353,2,スタミナ,36,ナリタブライアン(SSRスタミナ),6,2,所持スキル,中距離コーナー◯,コーナーで速度がわずかに上がる＜中距離＞
354,354,2,スタミナ,36,ナリタブライアン(SSRスタミナ),7,2,所持スキル,内弁慶,最終コーナーで内ラチ側にいると速度がわずかに上がる＜長距離＞
355,355,2,スタミナ,36,ナリタブライアン(SSRスタミナ),8,2,所持スキル,長距離直線◯,直線で速度がわずかに上がる＜長距離＞
356,356,2,スタミナ,36,ナリタブライアン(SSRスタミナ),9,2,所持スキル,外差し準備,最終コーナーで外から追い抜くと速度がわずかに上がる＜作戦・差し＞
357,357,2,スタミナ,36,ナリタブライアン(SSRスタミナ),10,2,所持スキル,栄養補給,レース中盤に持久力がわずかに回復する＜作戦・先行＞
358,358,2,スタミナ,36,ナリタブライアン(SSRスタミナ),11,2,所持スキル,好位追走,レース中盤でわずかに疲れにくくなる＜作戦・先行＞
359,359,2,スタミナ,36,ナリタブライアン(SSRスタミナ),12,2,所持スキル,右回り◯,右回りコースが少し得意になる
360,360,2,スタミナ,37,マンハッタンカフェ(SSRサポート),1,1,育成イベント,スタミナグリード,レース中盤で後ろの方にいると前方の持久力をわずかに奪う＜長距離＞
361,361,2,スタミナ,37,マンハッタンカフェ(SSRサポート),2,1,育成イベント,長距離コーナー◯,コーナーで速度がわずかに上がる＜長距離＞
362,362,2,スタミナ,37,マンハッタンカフェ(SSRサポート),3,1,育成イベント,非根幹距離◯,非根幹距離（400mの倍数以外）が少し得意になる
363,363,2,スタミナ,37,マンハッタンカフェ(SSRサポート),4,2,所持スキル,長距離直線◯,直線で速度がわずかに上がる＜長距離＞
364,364,2,スタミナ,37,マンハッタンカフェ(SSRサポート),5,2,所持スキル,登山家,上り坂がわずかに上手くなる
365,365,2,スタミナ,37,マンハッタンカフェ(SSRサポート),6,2,所持スキル,パス上手,追い抜く気持ちが湧きわずかに疲れにくくなる＜長距離＞
366,366,2,スタミナ,37,マンハッタンカフェ(SSRサポート),7,2,所持スキル,スタミナイーター,レース中盤で後ろの方にいると前方の持久力をちょっと奪う＜長距離＞
367,367,2,スタミナ,37,マンハッタンカフェ(SSRサポート),8,2,所持スキル,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
368,368,2,スタミナ,37,マンハッタンカフェ(SSRサポート),9,2,所持スキル,雨の日◯,雨の日のレースが少し得意になる
369,369,2,スタミナ,38,メイショウドトウ(SSRサポート),1,1,育成イベント,スタミナグリード,レース中盤で後ろの方にいると前方の持久力をわずかに奪う＜長距離＞
370,370,2,スタミナ,38,メイショウドトウ(SSRサポート),2,1,育成イベント,長距離コーナー◯,コーナーで速度がわずかに上がる＜長距離＞
371,371,2,スタミナ,38,メイショウドトウ(SSRサポート),3,1,育成イベント,非根幹距離◯,非根幹距離（400mの倍数以外）が少し得意になる
372,372,2,スタミナ,38,メイショウドトウ(SSRサポート),4,2,所持スキル,長距離直線◯,直線で速度がわずかに上がる＜長距離＞
373,373,2,スタミナ,38,メイショウドトウ(SSRサポート),5,2,所持スキル,登山家,上り坂がわずかに上手くなる
374,374,2,スタミナ,38,メイショウドトウ(SSRサポート),6,2,所持スキル,パス上手,追い抜く気持ちが湧きわずかに疲れにくくなる＜長距離＞
375,375,2,スタミナ,38,メイショウドトウ(SSRサポート),7,2,所持スキル,スタミナイーター,レース中盤で後ろの方にいると前方の持久力をちょっと奪う＜長距離＞
376,376,2,スタミナ,38,メイショウドトウ(SSRサポート),8,2,所持スキル,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
377,377,2,スタミナ,38,メイショウドトウ(SSRサポート),9,2,所持スキル,雨の日◯,雨の日のレースが少し得意になる
378,378,2,スタミナ,39,マヤノトップガン(SRサポート),1,2,育成イベント,直線巧者,直線で速度がわずかに上がる
379,379,2,スタミナ,39,マヤノトップガン(SRサポート),2,2,育成イベント,集中力,スタートが得意になり出遅れる時間がわずかに少なくなる
380,380,2,スタミナ,39,マヤノトップガン(SRサポート),3,2,所持スキル,直線巧者,直線で速度がわずかに上がる
381,381,2,スタミナ,39,マヤノトップガン(SRサポート),4,2,所持スキル,コーナー巧者◯,コーナーが得意になり速度がわずかに上がる
382,382,2,スタミナ,39,マヤノトップガン(SRサポート),5,2,所持スキル,垂れウマ回避,ラストスパートで前が塞がれた時の立ち回りがわずかにうまくなる
383,383,2,スタミナ,39,マヤノトップガン(SRサポート),6,2,所持スキル,臨機応変,レース終盤にコース取りが少しうまくなる
384,384,2,スタミナ,39,マヤノトップガン(SRサポート),7,2,所持スキル,直線回復,直線で持久力がわずかに回復する
385,385,2,スタミナ,39,マヤノトップガン(SRサポート),8,2,所持スキル,非根幹距離◯,非根幹距離（400mの倍数以外）が少し得意になる
386,386,2,スタミナ,40,マンハッタンカフェ(SRサポート),1,1,育成イベント,読解力,レース中盤に観察力が高まり視野をわずかに広く持てる＜作戦・差し＞
387,387,2,スタミナ,40,マンハッタンカフェ(SRサポート),2,1,育成イベント,非根幹距離◯,非根幹距離（400mの倍数以外）が少し得意になる
388,388,2,スタミナ,40,マンハッタンカフェ(SRサポート),3,2,所持スキル,長距離直線◯,直線で速度がわずかに上がる＜長距離＞
389,389,2,スタミナ,40,マンハッタンカフェ(SRサポート),4,2,所持スキル,登山家,上り坂がわずかに上手くなる
390,390,2,スタミナ,40,マンハッタンカフェ(SRサポート),5,2,所持スキル,パス上手,追い抜く気持ちが湧きわずかに疲れにくくなる＜長距離＞
391,391,2,スタミナ,40,マンハッタンカフェ(SRサポート),6,2,所持スキル,スタミナイーター,レース中盤で後ろの方にいると前方の持久力をちょっと奪う＜長距離＞
392,392,2,スタミナ,40,マンハッタンカフェ(SRサポート),7,2,所持スキル,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
