id,genreNo,genreName,skillName,hurigana,champEvaluation,teamEvaluation,type,anotherSkill,effect,EvaluationSentence,needPint,evaluationPoint,evaluationEfficiency
99,2,回復スキル,アオハル点火・体,あおはるてんかからだ,3,1,ノーマル,アオハル燃焼・体,レース中盤にアオハル魂が燃えレース中のチームメンバーのスタミナ合計が高いほど持久力がわずかに回復する,発動タイミングがレース中盤と優秀な回復スキル。長距離レースでおすすめ。取得に必要なPtが非常に高いためチーム競技場には不向き。,200,263,1.32
100,2,回復スキル,勢い任せ,いきおいまかせ,5,4,ノーマル,じゃじゃウマ娘,上り坂でわずかに疲れにくくなる＜作戦・逃げ＞,上り坂はほとんどのコースにあるので発動しやすく優秀。ただし上り坂の位置には注意が必要。,180,239,1.21
101,2,回復スキル,ウマ込み冷静,うまこみれいせい,2,2,ノーマル,どこ吹く風,レース中盤に囲まれると持久力がわずかに回復する,発動タイミングは優秀だが、発動率は同じ作戦のウマ娘の数やレース展開に左右され安定しにくいため、他の回復スキルよりも優先度は低い。,170,217,1.28
102,2,回復スキル,栄養補給,えいようほきゅう,4,4,ノーマル,食いしん坊, レース中盤に持久力がわずかに回復する＜作戦・先行＞,レース中盤での回復は無駄にならないうえに、難しい発動条件もないため非常に優秀な回復スキル。,180,239,1.21
103,2,回復スキル,隠れ蓑,かくれみの,1,1,ノーマル,鋼の意志,レース序盤または中盤に前が詰まった時に隠れて持久力がわずかに回復する,前が詰まる条件が意図的に狙いにくく、避けたい展開なので優先度は低い。,160,217,1.36
104,2,回復スキル,軽やかステップ,かろやかすてっぷ,4,4,ノーマル, なし,左右に動いてもわずかに疲れにくくなる＜中距離＞,左右に動いた時にスタミナを回復するスキル。発動しやすいがタイミングは序盤になることが多い。最序盤以外で左右に動くことが少ない逃げとは相性が悪い。,160,239,1.36
105,2,回復スキル,下校の楽しみ,げこうのたのしみ,4,4,ノーマル,下校後のスペシャリスト,下り坂でわずかに疲れにくくなる＜作戦・追込＞,下り坂さえあれば発動条件は満たせるが、下り坂が存在しないコースがある点には注意。,170,239,1.28
106,2,回復スキル,好位追走,こういついそう,1,1,ノーマル,レースプランナー,レース中盤でわずかに疲れにくくなる＜作戦・先行＞,レース中盤での回復は無駄にならないうえに、難しい発動条件もないため非常に優秀な回復スキル。,180,239,1.21
107,2,回復スキル,後方待機,こうほうたいき,4,4,ノーマル,眠れる獅子,レース中盤に脚を溜めてわずかに疲れにくくなる＜作戦・追込＞,発動タイミングが優秀な回復スキル。後方でないと発動しないため、他のウマ娘の作戦やレース展開に発動率が左右される。,180,239,1.21
108,2,回復スキル,コーナー回復◯,こーなーかいふくまる,4,3,ノーマル,円弧のマエストロ,無駄のないコーナリングで持久力がわずかに回復する,汎用性が高く、発動しやすい。コーナーでの回復は無駄にならないため非常に優秀。,170,217,1.28
109,2,回復スキル,砂塵慣れ,さじんなれ,4,4,ノーマル, なし,レース中盤に後方にいると持久力がわずかに回復する<ダート>,発動タイミングが優秀なダート用回復スキル。後方にいることが条件なので差し追込と相性が良い。,180,217,1.21
110,2,回復スキル,静かな呼吸,しずかなこきゅう,3,3,ノーマル,潜伏態勢,レース中盤が迫ったとき後方にいると持久力をわずかに回復する＜作戦・差し＞,発動タイミングと発動率ともに優秀な回復スキル。発動条件は自然に満たしやすい。,180,239,1.21
111,2,回復スキル,小休憩,しょうきゅうけい,1,2,ノーマル,リラックス,レース終盤に持久力がわずかに回復する＜作戦・差し＞,終盤での回復はラストスパートに活かせないので、優先度は低い。,180,239,1.21
112,2,回復スキル,深呼吸,しんこきゅう,2,3,ノーマル,クールダウン,直線に入ると息を入れてわずかに疲れにくくなる＜長距離＞,汎用性が高く、発動しやすい回復スキル。発動タイミングがランダムなのでラストスパートに活かせないことも。,160,239,1.36
113,2,回復スキル,スタミナキープ,すたみなきーぷ,4,3,ノーマル,余裕綽々,レース中盤が迫ったときわずかに疲れにくくなる＜作戦・先行＞,レース序盤での回復は無駄になりにくく、発動率も高い優秀な回復スキル。,180,239,1.21
114,2,回復スキル,スリーセブン,すりーせぶん,4,4,ノーマル,なし,残り距離が777mの時にわずかに元気が出る,発動地点が決まっているので扱いやすい。発動タイミングが中盤になる2400m以下のレースで優秀な回復スキル。,160,217,1.36
115,2,回復スキル,前途洋々,ぜんとようよう,4,4,ノーマル,切り開く者,レース中盤に前の方にいるとわずかに疲れにくくなる＜中距離＞,発動条件は逃げと最も相性が良く、先行でも発動を狙える。発動タイミングが優秀な回復スキル。,160,239,1.36
116,2,回復スキル,直線回復,ちょくせんかいふく,2,4,ノーマル,好転一息,直線で持久力がわずかに回復する,汎用性が高く、発動しやすい回復スキル。発動タイミングがランダムなので効果を活かせないことも。,170,217,1.28
117,2,回復スキル,展開窺い,てんかいうかがい,4,3,ノーマル,慧眼,レース中盤が迫ったとき後ろの方だとわずかに疲れにくくなり前の速度をちょっと下げる＜マイル＞,自身の回復と前方の速度を下げる効果。発動条件は差しや追込と相性が良い。,160,239,1.36
118,2,回復スキル,パス上手,ぱすじょうず,4,4,ノーマル,VIP顔パス,追い抜く気持ちが湧きわずかに疲れにくくなる＜長距離＞,レース全体が対象なので非常に発動しやすく、汎用性も高い。ただし序盤から先頭を走る可能性がある逃げとは相性が悪い。,160,239,1.36
119,2,回復スキル,ふり絞り,ふりしぼり,1,2,ノーマル,なし,レース終盤にスキルを多く発動すると持久力がわずかに回復する,他のスキルを3つ以上発動することで発動条件を満たせる。取得に必要なPtは低いが、他のスキルの発動率にも影響されるため発動が安定しにくい。終盤での回復はラストスパートに活かせないので優先度は低い。,100,217,2.17
120,2,回復スキル,別腹タンク,べつばらたんく,1,2,ノーマル,火事場のバ鹿力,力尽きそうになったとき走る気力がわずかに復活する＜長距離＞,スタミナが一定以下になった時に発動する回復スキル。発動タイミングが終盤になるので優先度は低い。,160,239,1.36
121,2,回復スキル,ペースキープ,ぺーすきーぷ,3,2,ノーマル,不屈の心,レース中盤に追い抜かれると持久力がわずかに回復する,比較的発動しやすいが、レース展開に左右され安定はしにくい。他の優秀な回復スキルに比べると優先度はやや低め。,170,217,1.28
122,2,回復スキル,マイペース,まいぺーす,4,4,ノーマル, 泰然自若,レース中盤初めの方に中団にいると速度をわずかに落として持久力を少し回復する＜長距離＞,発動条件は差しと非常に相性が良いが、先行や追込でも発動を狙える。速度をわずかに落とす効果がある代わりに回復効果が高い。,170,239,1.28
123,2,回復スキル,様子見,ようすみ,3,2,ノーマル,なし,レース中盤に後ろの方だとわずかに疲れにくくなり加速力がちょっと上がる＜短距離＞,発動条件は差しや追込と相性が良い。短距離では必要スタミナが少ないので優先度は低め。,160,239,1.36
124,2,回復スキル,冷静,れいせい,1,1,ノーマル,冷静沈着,前が詰まった時に落ち着いて態勢をわずかに立て直す＜作戦・追込＞,発動率はそれほど低くないが、レース展開に左右される。前を塞がれる状況は避けたいので他の回復スキルよりも優先度は低め。,180,239,1.21
125,3,妨害スキル,追込ためらい,おいこみためらい,5,4,ノーマル,なし,レース終盤に作戦・追込のウマ娘をためらわせて速度をわずかに下げる,追込ウマ娘が対象の速度減少デバフ。どの作戦でも使うことができ、汎用性が高い。発動しやすいので競技場でもおすすめ。,130,217,1.67
126,3,妨害スキル,後方釘付,こうほうくぎづけ,3,3,ノーマル,悩殺術,レース序盤に前の方にいると後方のウマ娘が少し萎縮する＜短距離＞,速度を減少させる効果。発動条件は逃げや先行と相性が良く、発動率も高め。,170,288,1.54
127,3,妨害スキル,差しためらい,さしためらい,5,4,ノーマル,なし,レース終盤に作戦・差しのウマ娘をためらわせて速度をわずかに下げる,差しウマ娘が対象の速度減少デバフ。どの作戦でも使うことができ、汎用性が高い。発動しやすいので競技場でもおすすめ。,130,217,1.67
128,3,妨害スキル,スピードイーター,すぴーどいーたー,4,4,ノーマル,なし,レース中盤に前の方にいると後ろの速度をわずかに奪う＜マイル＞,自身の速度上昇と後方に対する速度減少効果。発動しやすく先頭争いにも活かしやすい逃げと非常に相性が良い。,160,239,1.36
129,3,妨害スキル,先行ためらい,せんこうためらい,5,4,ノーマル,なし,レース終盤に作戦・先行のウマ娘をためらわせて速度をわずかに下げる,どの作戦でも使える上に発動しやすいので汎用性が高い。競技場でもおすすめ。,130,217,1.67
130,3,妨害スキル,束縛,そくばく,4,1,ノーマル,独占力,レース終盤に後ろの方にいると前の速度をわずかに下げる＜中距離＞,相手の作戦に関係なく複数を対象にできる点が優秀な速度デバフ。発動条件は差しや追込と相性が良い。,160,239,1.36
131,3,妨害スキル,逃げためらい,にげためらい,5,4,ノーマル,なし,レース終盤に作戦・逃げのウマ娘をためらわせて速度をわずかに下げる,逃げウマ娘が対象の速度減少デバフ。どの作戦でも使うことができ、汎用性が高い。発動しやすいので競技場でもおすすめ。,130,217,1.67
132,3,妨害スキル,まなざし,まなざし,2,1,ノーマル,なし,レース終盤に目を付けたウマ娘の緊張感がわずかに増す＜作戦・追込＞,視野内のウマ娘の速度を下げるデバフスキル。発動しやすく速度減少効果も汎用的。取得に必要なPtは高いため競技場では優先度が落ちる。,180,239,1.21
133,3,妨害スキル,追込焦り,おいこみあせり,5,4,ノーマル,なし,レース中盤に作戦・追込のウマ娘を焦らせてわずかに疲れやすくする,追込ウマ娘が対象のスタミナ減少デバフ。相手のラストスパート開始を遅らせることを期待できる。発動しやすいので競技場でもおすすめ。,130,217,1.67
134,3,妨害スキル,追込けん制,おいこみけんせい,5,4,ノーマル,なし,レース序盤に作戦・追込のウマ娘をけん制してわずかに疲れやすくする,追込ウマ娘が対象のスタミナ減少デバフ。相手のラストスパート開始を遅らせることを期待できる。発動しやすいので競技場でもおすすめ。,130,217,1.67
135,3,妨害スキル,ささやき,ささやき,2,1,ノーマル,魅惑のささやき,レース中盤にすぐ前のウマ娘をわずかに戸惑わせる＜中距離＞,スタミナを下げるデバフスキル。どの作戦でも使うことができ、汎用性は高い。,160,239,1.36
136,3,妨害スキル,差し焦り,さしあせり,4,4,ノーマル,なし,レース中盤に作戦・差しのウマ娘を焦らせてわずかに疲れやすくする,差しウマ娘が対象のスタミナ減少デバフ。相手のラストスパート開始を遅らせることを期待できる。発動しやすいので競技場でもおすすめ。,130,217,1.67
137,3,妨害スキル,差しけん制,さしけんせい,5,4,ノーマル,なし,レース序盤に作戦・差しのウマ娘をけん制してわずかに疲れやすくする,差しウマ娘が対象のスタミナ減少デバフ。相手のラストスパート開始を遅らせることを期待できる。発動しやすいので競技場でもおすすめ。,130,217,1.67
138,3,妨害スキル,スタミナイーター,すたみないーたー,5,4,ノーマル,なし,レース中盤で後ろの方にいると前方の持久力をちょっと奪う＜長距離＞,デバフ効果と回復効果を持つスキル。発動条件は差しや追込と相性が良い。長距離で重要なスタミナに差をつけられるので強力。,160,239,1.36
139,3,妨害スキル,鋭い眼光,するどいがんこう,4,1,ノーマル,八方にらみ,レース終盤に他のウマ娘がわずかに動揺する＜作戦・差し＞,スタミナを下げるデバフスキル。スタミナ切れによる失速を狙える。相手の作戦に関係なく複数を対象にできる点が優秀。表記されていないが、順位が後ろの方でないと発動しない。,180,239,1.21
140,3,妨害スキル,先行焦り,せんこうあせり,4,4,ノーマル,なし,レース中盤に作戦・先行のウマ娘を焦らせてわずかに疲れやすくする,先行ウマ娘が対象のスタミナ減少デバフ。相手のラストスパート開始を遅らせることを期待できる。発動しやすいので競技場でもおすすめ。,130,217,1.67
141,3,妨害スキル,先行けん制,せんこうけんせい,4,4,ノーマル,なし,レース序盤に作戦・先行のウマ娘をけん制してわずかに疲れやすくする,先行ウマ娘が対象のスタミナ減少デバフ。相手のラストスパート開始を遅らせることを期待できる。発動しやすいので競技場でもおすすめ。,130,217,1.67
142,3,妨害スキル,トリック（後）,とりっくあと,2,1,ノーマル,なし, レース中盤に後ろの方にいると前の掛かったウマ娘がわずかに疲れる,前にいる掛かり状態のウマ娘が対象のスタミナ減少デバフ。発動条件は差しや追込と相性が良い。駆け引きスキルとは違い、掛かり時間を延長することはないので相手の有利に働く心配はない。,140,217,1.55
143,3,妨害スキル,トリック（前）,とりっくまえ,3,1,ノーマル,トリック（前）,レース中盤に前の方にいると後ろの掛かったウマ娘がわずかに疲れる,掛かり状態のウマ娘が対象のスタミナ減少デバフ。発動条件は逃げか先行と相性が良い。,140,217,1.55
144,3,妨害スキル,逃げ焦り,にげあせり,4,4,ノーマル,なし,レース中盤に作戦・逃げのウマ娘を焦らせてわずかに疲れやすくする,逃げウマ娘が対象のスタミナ減少デバフ。相手のラストスパート開始を遅らせることを期待できる。発動しやすいので競技場でもおすすめ。,130,217,1.67
145,3,妨害スキル,逃げけん制,にげけんせい,5,4,ノーマル,なし,レース序盤に作戦・逃げのウマ娘をけん制してわずかに疲れやすくする,逃げウマ娘が対象のスタミナ減少デバフ。相手のラストスパート開始を遅らせることを期待できる。発動しやすいので競技場でもおすすめ。,130,217,1.67
146,3,妨害スキル,抜け駆け禁止,ぬけがけきんし,2,1,ノーマル,なし,レース序盤に後ろの方にいると前方のウマ娘をわずかに焦らせ動きをちょっと鈍くする＜短距離＞,スタミナを減少させる効果。発動条件は差しや追込と相性が良いが、発動率はそこそこ。短距離は必要スタミナが少ないので優先度は低い。,170,288,1.54
147,3,妨害スキル,追込駆け引き,おいこみかけひき,4,1,ノーマル,なし,作戦が追込のウマ娘が掛かると落ち着くまで時間がかかる,掛かり時間を延長する効果。発動には相手が掛かり状態になる必要がある。スタミナ浪費や本来の位置取りから外れることによるスキル不発を期待できる。,130,174,1.34
148,3,妨害スキル,差し駆け引き,さしかけひき,4,1,ノーマル,なし,作戦が差しのウマ娘が掛かると落ち着くまで時間がかかる,掛かり時間を延長する効果。発動条件は厳しいが、スタミナ浪費や本来の位置取りから外れることによるスキル不発を期待できる。,130,174,1.34
149,3,妨害スキル,先行駆け引き,せんこうかけひき,2,1,ノーマル,なし,作戦が先行のウマ娘が掛かると落ち着くまで時間がかかる,掛かり時間を延長する効果。発動には相手が掛かり状態になる必要がある。スタミナ浪費や本来の位置取りから外れることによるスキル不発を期待できるが、スタミナが十分な相手には有利に働いてしまう可能性がある。,130,174,1.34
150,3,妨害スキル,逃げ駆け引き,にげかけひき,2,1,ノーマル,なし,作戦が逃げのウマ娘が掛かると落ち着くまで時間がかかる,掛かり時間を延長する効果。発動には相手が掛かり状態になる必要がある。スタミナ浪費や本来の位置取りから外れることによるスキル不発を期待できるが、スタミナが十分な相手には有利に働いてしまう可能性がある。,130,174,1.34
151,3,妨害スキル,かく乱,かくらん,3,4,ノーマル,幻惑のかく乱,レース終盤に前の方にいると後方の視野がわずかに狭くなる＜作戦・先行＞,主に差しや追込に対して、視野を狭くすることで終盤のコース取りへの影響を期待できる。取得に必要なPtが低く、発動しやすいので競技場でおすすめ。,110,94,0.77
152,3,妨害スキル,目くらまし,めくらまし,3,4,ノーマル,幻惑のかく乱,レース終盤で前方のウマ娘の視野が少し狭くなる＜長距離＞,前のウマ娘の視野を狭くすることで、主にコース取りへの影響を期待できる。取得に必要なPtが低いため競技場でおすすめ。,110,142,1.17
153,3,妨害スキル,布石,ふせき,4,2,ノーマル,布陣,レース序盤に後ろにいると前の動きをわずかに鈍くする＜マイル＞,加速力を下げる効果。発動条件は差しや追込と相性が良い。逃げウマ娘への対策として有効で、チームレースで味方の逃げウマ娘を有利にできる。,160,239,1.36
154,3,妨害スキル,リスタート,りすたーと,1,1,ノーマル,布陣,レース序盤にハナを取れていないと前のウマ娘の動きをわずかに鈍くする＜作戦・逃げ＞,発動条件が非常に厳しいので、評価点を上げる目的以外で取得はおすすめしない。,130,239,1.67
155,4,緑スキル,秋ウマ娘◯,あきうまむすめまる,5,2,ノーマル,秋ウマ娘◎,秋のレースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,90,129,1.43
156,4,緑スキル,秋ウマ娘◎,あきうまむすめにじゅうまる,5,1,ノーマル,初嵐,秋のレースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,200,174,1.58
157,4,緑スキル,一匹狼,いっぴきおおかみ,4,1,ノーマル,初嵐,自分だけが一匹狼の心を持つレースで少し能力が上がる,スピードを上げる効果。同じスキルを所持しているウマ娘がいなければ発動条件を満たせる。育成中は発動しやすいが、チーム競技場ではモブウマ娘が所持していることも多いためおすすめしない。,70,129,1.84
158,4,緑スキル,おひとり様◎,おひとりさまにじゅうまる,1,1,ノーマル,おひとり様◯,自分と同じ作戦のウマ娘がいないと能力を少し発揮しやすい,スピードを上げる効果。発動条件を満たすことが難しいため優先度は低い。,200,174,1.58
159,4,緑スキル,おひとり様◯,おひとりさままる,1,1,ノーマル,おひとり様◎,自分と同じ作戦のウマ娘がいないと能力を発揮しやすい,スピードを上げる効果。発動条件を満たすことが難しいため優先度は低い。,90,129,1.43
160,4,緑スキル,シンパシー,しんぱしー,3,3,ノーマル,なし,シンパシーの心を持つウマ娘が多いレースだと少し能力が上がる,スピードを上げる効果。同じスキルを持つウマ娘が5人以上いれば発動条件を満たせる。チーム競技場ではモブウマ娘が所持していることもあり、3人全員が習得していれば発動を狙える。,70,129,1.84
161,4,緑スキル,外枠得意◎,そとわくとくいにじゅうまる,2,1,ノーマル,外枠得意◯,枠番が6〜8のレースが少し得意になる,スピードを上げる効果。アイテム「外枠抽選ボール」で発動条件を満たせるが、競技場では◎にしてもスコア加算は変わらないので◯で止めよう。,200,174,1.58
162,4,緑スキル,外枠得意◯,そとわくとくいまる,2,4,ノーマル,外枠得意◎,枠番が6〜8のレースが少し得意になる,スピードを上げる効果。アイテム「外枠抽選ボール」で発動条件を満たせるが、アイテム無しだと発動率は低め。,90,129,1.43
163,4,緑スキル,夏ウマ娘◯,なつうまむすめまる,5,1,ノーマル,夏ウマ娘◎,夏のレースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,90,129,1.43
164,4,緑スキル,夏ウマ娘◎,なつうまむすめにじゅうまる,5,1,ノーマル,夏ウマ娘◯,夏のレースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,200,174,1.58
165,4,緑スキル,春ウマ娘◯,はるうまむすめまる,5,1,ノーマル,春ウマ娘◎,春のレースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,90,129,1.43
166,4,緑スキル,春ウマ娘◎,はるうまむすめにじゅうまる,5,1,ノーマル,春ウマ娘◯,春のレースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,200,174,1.58
167,4,緑スキル,左回り◯,ひだりまわりまる,5,1,ノーマル,左回り◎,左回りコースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,90,129,1.43
168,4,緑スキル,左回り◎,ひだりまわりにじゅうまる,5,1,ノーマル,左回り◯,左回りコースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,200,174,1.58
169,4,緑スキル,伏兵◎,ふくへいにじゅうまる,1,1,ノーマル,伏兵◯,4番人気以下のレースで能力を少し発揮しやすい,スピードを上げる効果。意図的に発動条件を満たすことが難しいので取得優先度は低め。,200,174,1.58
170,4,緑スキル,伏兵◯,ふくへいまる,1,1,ノーマル,伏兵◎,4番人気以下のレースで能力を少し発揮しやすい,スピードを上げる効果。意図的に発動条件を満たすことが難しいので取得優先度は低め。,90,129,1.43
171,4,緑スキル,冬ウマ娘◎,ふゆうまむすめにじゅうまる,5,1,ノーマル,冬ウマ娘◯,冬のレースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,200,174,1.58
172,4,緑スキル,冬ウマ娘◯,ふゆうまむすめまる,5,1,ノーマル,冬ウマ娘◎,冬のレースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,90,129,1.43
173,4,緑スキル,右回り◎,みぎまわりにじゅうまる,5,1,ノーマル,右回りの鬼,右回りコースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,200,174,1.58
174,4,緑スキル,右回り◯,みぎまわりまる,5,3,ノーマル,右回り◎,右回りコースが少し得意になる,スピードを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで強力。,90,129,1.43
175,4,緑スキル,大井レース場◯,おおいれーすじょうまる,5,1,ノーマル,大井レース場◎,大井レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。大井レース場は「ダート」のレースしか存在しない点に注意。,90,129,1.43
176,4,緑スキル,大井レース場◎,おおいれーすじょうにじゅうまる,5,1,ノーマル,大井レース場◯,大井レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。大井レース場は「ダート」のレースしか存在しない点に注意。,200,174,1.58
177,4,緑スキル,京都レース場◯,きょうとれーすじょうまる,5,1,ノーマル,京都レース場◎,京都レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,90,129,1.43
178,4,緑スキル,京都レース場◎,きょうとれーすじょうにじゅうまる,5,1,ノーマル,淀の申し子,京都レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,200,174,1.58
179,4,緑スキル,小倉レース場◎,おぐられーすじょうにじゅうまる,5,1,ノーマル,小倉レース場◯,小倉レース場が少し得意になる,スタミナを上げる効果。小倉レース場はG1レースが存在しないため優先度は低め。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,160,174,1.93
180,4,緑スキル,小倉レース場◯,おぐられーすじょうまる,5,1,ノーマル,小倉レース場◎,小倉レース場が少し得意になる,スタミナを上げる効果。小倉レース場はG1レースが存在しないため優先度は低め。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,70,129,1.84
181,4,緑スキル,根幹距離◎,こんかんきょりにじゅうまる,5,1,ノーマル,根幹距離◯,根幹距離（400mの倍数）が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。競技場では◎にしてもスコア加算は変わらないので◯で止めよう。,200,174,1.58
182,4,緑スキル,根幹距離◯,こんかんきょりまる,5,3,ノーマル,根幹距離◎,根幹距離（400mの倍数）が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。チーム競技場では短距離/中距離が根幹距離になりやすい。,90,129,1.43
183,4,緑スキル,札幌レース場◯,さっぽろれーすじょうまる,5,1,ノーマル,札幌レース場◎,札幌レース場が少し得意になる,スタミナを上げる効果。札幌レース場はG1レースが存在しないので優先度は低め。もしチャンピオンズミーティングやレジェンドレースで対象になった場合は有効。,70,129,1.84
184,4,緑スキル,札幌レース場◎,さっぽろれーすじょうにじゅうまる,5,1,ノーマル,札幌レース場◯,札幌レース場が少し得意になる,スタミナを上げる効果。札幌レース場はG1レースが存在しないので優先度は低め。もしチャンピオンズミーティングやレジェンドレースで対象になった場合は有効。,160,174,1.93
185,4,緑スキル,中京レース場◎,ちゅうきょうれーすじょうにじゅうまる,5,1,ノーマル,中京レース場◯,中京レース場が少し得意になる,スタミナを上げる効果。あらかじめ条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,200,174,1.58
186,4,緑スキル,中京レース場◯,ちゅうきょうれーすじょうまる,5,1,ノーマル,中京レース場◎,中京レース場が少し得意になる,スタミナを上げる効果。あらかじめ条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,90,129,1.43
187,4,緑スキル,東京レース場◎,とうきょうれーすじょうにじゅうまる,5,1,ノーマル,東京レース場◯,東京レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,200,174,1.58
188,4,緑スキル,東京レース場◯,とうきょうれーすじょうまる,5,1,ノーマル,東京レース場◎,東京レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,90,129,1.43
189,4,緑スキル,中山レース場◎,なかやまれーすじょうにじゅうまる,5,1,ノーマル,中山レース場◯,中山レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,200,174,1.58
190,4,緑スキル,中山レース場◯,なかやまれーすじょうまる,5,1,ノーマル,中山レース場◎,中山レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,90,129,1.43
191,4,緑スキル,新潟レース場◎,にいがたれーすじょうにじゅうまる,5,1,ノーマル,新潟レース場◯,新潟レース場が少し得意になる,スタミナを上げる効果。新潟レース場はG1レースが存在しないので優先度は低め。チャンピオンズミーティングやレジェンドレースで対象になった場合は有効。,200,174,1.58
192,4,緑スキル,新潟レース場◯,にいがたれーすじょうまる,5,1,ノーマル,新潟レース場◎,新潟レース場が少し得意になる,スタミナを上げる効果。新潟レース場はG1レースが存在しないので優先度は低め。チャンピオンズミーティングやレジェンドレースで対象になった場合は有効。,90,129,1.43
193,4,緑スキル,函館レース場◎,はこだてれーすじょうにじゅうまる,5,1,ノーマル,函館レース場◯,函館レース場が少し得意になる,スタミナを上げる効果。函館レース場はG1レースが存在しないため優先度は低め。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,160,174,1.93
194,4,緑スキル,函館レース場◯,はこだてれーすじょうまる,5,1,ノーマル,函館レース場◎,函館レース場が少し得意になる,スタミナを上げる効果。函館レース場はG1レースが存在しないため優先度は低め。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,70,129,1.84
195,4,緑スキル,阪神レース場◯,はんしんれーすじょうまる,5,1,ノーマル,阪神レース場◎,阪神レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,90,129,1.43
196,4,緑スキル,阪神レース場◎,はんしんれーすじょうにじゅうまる,5,1,ノーマル, 阪神レース場◯,阪神レース場が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。,200,174,1.58
197,4,緑スキル,非根幹距離◯,ひこんかんきょりまる,5,3,ノーマル,非根幹距離◎,非根幹距離（400mの倍数以外）が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。チーム競技場のマイル/ダート/長距離は非根幹距離が選ばれやすい。,90,129,1.43
198,4,緑スキル,非根幹距離◎,ひこんかんきょりにじゅうまる,5,1,ノーマル,非根幹距離◯,非根幹距離（400mの倍数以外）が少し得意になる,スタミナを上げる効果。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで有効。競技場では◎にしてもスコア加算は変わらないので◯で止めよう。,200,174,1.58
199,4,緑スキル,福島レース場◯,ふくしまれーすじょうまる,5,1,ノーマル,福島レース場◎,福島レース場が少し得意になる,スタミナを上げる効果。福島レース場はG1レースが存在しないので優先度は低め。チャンピオンズミーティングやレジェンドレースで対象になった場合は有効。,90,129,1.43
200,4,緑スキル,福島レース場◎,ふくしまれーすじょうにじゅうまる,5,1,ノーマル,福島レース場◯,福島レース場が少し得意になる,スタミナを上げる効果。福島レース場はG1レースが存在しないので優先度は低め。チャンピオンズミーティングやレジェンドレースで対象になった場合は有効。,200,174,1.58
201,4,緑スキル,対抗意識◯,たいこういしきまる,1,1,ノーマル,対抗意識◎,自分と同じ作戦のウマ娘が多いと能力を発揮しやすい,自分と同じ作戦のウマ娘が多いと能力を少し発揮しやすい,90,129,1.43
