id,type,main,genreId2,genre2,genreId3,genre3,select,result
595,24,ビワハヤヒデ ,1,育成イベント,3,初詣,たくさん技術を磨きたい, スキルPt+35
596,24,ビワハヤヒデ ,2,サポートカードイベント,1,脱・無難論,頭で考えるより、行動あるのみ,体力-10、内弁慶
597,24,ビワハヤヒデ ,2,サポートカードイベント,2,脱・無難論,ケガをしたら元も子もない,体力+10、スタミナ+10
598,24,ビワハヤヒデ ,2,サポートカードイベント,1,ぎりぎり様相論,ぎりぎりまでトレーニング,パワー+15
599,24,ビワハヤヒデ ,2,サポートカードイベント,2,ぎりぎり様相論,前のレースを観察する,スピード+10、スキルPt+15
600,25,カレンチャン,1,育成イベント,1,どんなカレンがお・す・き？,攻め攻めカレン, スピード+10、パワー+10
601,25,カレンチャン,1,育成イベント,2,どんなカレンがお・す・き？,モードなカレン, スタミナ+10、根性+10
602,25,カレンチャン,1,育成イベント,1,ダンスレッスン,踊るなら場所を変えよう, スピード+10
603,25,カレンチャン,1,育成イベント,2,ダンスレッスン,ダメ、ちゃんと見学に専念しよう, 根性+10
604,25,カレンチャン,1,育成イベント,1,まずは、なかよくなるため,ワガママ……？, パワー+10
605,25,カレンチャン,1,育成イベント,2,まずは、なかよくなるため,なるほどな～！, 賢さ+10
606,25,カレンチャン,1,育成イベント,1,World is ……？,カレンはパワフルだな！, パワー+10
607,25,カレンチャン,1,育成イベント,2,World is ……？,行動力がすごすぎる, スピード+10
608,25,カレンチャン,1,育成イベント,1,カレン的SNSとの付き合い方♪,カレンのカワイさで導く, スピード+20
609,25,カレンチャン,1,育成イベント,2,カレン的SNSとの付き合い方♪,ガイドラインに則って対処, 賢さ+20
610,25,カレンチャン,1,育成イベント,1,せーのっ！,キレのある走りを見せてくれ！, スピード+10
611,25,カレンチャン,1,育成イベント,2,せーのっ！,本当に大丈夫……？, 賢さ+10
612,25,カレンチャン,1,育成イベント,1,これがカレンの勝負服,(伝説の記事を探しに海へ……）, スピード+10、スタミナ+10、（練習上手◯）
613,25,カレンチャン,1,育成イベント,2,これがカレンの勝負服,(奇跡の染料をとりに山奥へ……), スピード+10、パワー+10、（練習上手◯）
614,25,カレンチャン,1,育成イベント,1,いっしょに、食べよ？,俺も一緒に食べていいかな？,体力+10、スキルPt+5
615,25,カレンチャン,1,育成イベント,2,いっしょに、食べよ？,カレン、頑張れ！, 体力+30、スキルPt+10、（太り気味）
616,25,カレンチャン,1,育成イベント,1,お勉強させてもらいます♪,一緒に踊らせてもらおう, 体力-10、スピード+20
617,25,カレンチャン,1,育成イベント,2,お勉強させてもらいます♪,見学しよう, 差し駆け引き
618,25,カレンチャン,1,育成イベント,1,ガタン、ゴトン、ころん,寝かせておこう, 賢さ+10
619,25,カレンチャン,1,育成イベント,2,ガタン、ゴトン、ころん,……起こしておくか, スタミナ+10
620,25,カレンチャン,1,育成イベント,1,思い出の味,苦手なものかな, スタミナ+10
621,25,カレンチャン,1,育成イベント,2,思い出の味,好きなもの！, パワー+10
622,25,カレンチャン,1,育成イベント,1,すべては――のため,そしてもっとカワイくなりたいんだな, スピード+5、パワー+5
623,25,カレンチャン,1,育成イベント,2,すべては――のため,学園を乗っ取るのか……！？, スピード+10
624,25,カレンチャン,1,育成イベント,3,すべては――のため,……地球カワイイカレンチャン化計画 ,スピード+5、賢さ+5
625,25,カレンチャン,1,育成イベント,1,もっと、つながるため,カレンのウマスタで助けられない？, 根性+10
626,25,カレンチャン,1,育成イベント,2,もっと、つながるため,俺がなんとかしてみせるよ！, パワー+10
627,25,カレンチャン,1,育成イベント,1,新年の抱負,とにかくスピードを磨く, スピード+10
628,25,カレンチャン,1,育成イベント,2,新年の抱負,新年は焦らず休む, 体力+20
629,25,カレンチャン,1,育成イベント,3,新年の抱負,ティアラのために多面的な輝きを, スキルPt+20
630,25,カレンチャン,1,育成イベント,1,夏合宿(2年目)にて,スポ根定番の砂浜ダッシュ！, パワー+10
631,25,カレンチャン,1,育成イベント,2,夏合宿(2年目)にて,修行っぽい灼熱の正座耐久戦！, 根性+10
632,25,カレンチャン,1,育成イベント,1,新年の抱負,健やかでいてほしい, 体力+30
633,25,カレンチャン,1,育成イベント,2,新年の抱負,強いウマ娘になってほしい,ALL+5
634,25,カレンチャン,1,育成イベント,3,新年の抱負,色んな武器を持って欲しい, スキルPt+35
635,25,カレンチャン,1,サポートカードイベント,1,#カレンの可能性,そんなことないよ, （スピード+10、賢さ+10、抜け駆け禁止）or（スピード+5、賢さ+5）
636,25,カレンチャン,2,サポートカードイベント,2,#カレンの可能性,うーん……, 体力+30、遊びはおしまいっ！、連続イベント終了
637,25,カレンチャン,2,サポートカードイベント,1,#あなただけのカワイイ,知的な感じがよさそう, スピード+5、賢さ+10
638,25,カレンチャン,2,サポートカードイベント,2,#あなただけのカワイイ,元気いっぱいなのがいい！, スピード+10、パワー+5
639,25,カレンチャン,2,サポートカードイベント,1,#カワイイフォーユー☆,集合写真はどう？, スキルPt+15
640,25,カレンチャン,2,サポートカードイベント,2,#カワイイフォーユー☆,整列して効率よく撮影しよう！, 後方釘付
641,26,ナリタタイシン,1,育成イベント,1,ダンスレッスン,いや、本当にすごいよ！, 根性+10
642,26,ナリタタイシン,1,育成イベント,2,ダンスレッスン,俺も踊りたくなってきた！, 賢さ+10
643,26,ナリタタイシン,1,育成イベント,1,アタシのまま、強く,ここからが本当のスタートだな！, パワー+20
644,26,ナリタタイシン,1,育成イベント,2,アタシのまま、強く,でも俺には頼って欲しい, スピード+20
645,26,ナリタタイシン,1,育成イベント,1,ハラハラなサバイバル,ここでもできるトレーニングがある！, パワー+20、（愛嬌◯）
646,26,ナリタタイシン,1,育成イベント,2,ハラハラなサバイバル,早く見つけてもらえるよう努力しよう！, 根性+10、賢さ+10、（愛嬌◯）
647,26,ナリタタイシン,1,育成イベント,1,タイシンのSOS,俺が靴を買ってくるよ, スピード+10、賢さ+10
648,26,ナリタタイシン,1,育成イベント,2,タイシンのSOS,靴屋まで肩を貸すよ, スタミナ+20
649,26,ナリタタイシン,1,育成イベント,1,距離,探しに行くべき, やる気↑、根性+10
650,26,ナリタタイシン,1,育成イベント,2,距離,じっと待つべき,後方待機
651,26,ナリタタイシン,1,育成イベント,1,Unknown music,生演奏のR&B, パワー+10
652,26,ナリタタイシン,1,育成イベント,2,Unknown music,セカイ系ポップス, 賢さ+10
653,26,ナリタタイシン,1,育成イベント,1,栄養食品は希望の食品？,食べすぎないよう気をつけて, 体力+10、スキルPt+5
654,26,ナリタタイシン,1,育成イベント,2,栄養食品は希望の食品？,よし！栄養ガッツリとろう！, 体力+30、スキルPt+10、（太り気味）
655,26,ナリタタイシン,1,育成イベント,1,寡黙なふたり,ハヤヒデ、きっと喜ぶよ, スタミナ+10
656,26,ナリタタイシン,1,育成イベント,2,寡黙なふたり,……ああ、帰ろうか, スピード+10
657,26,ナリタタイシン,1,育成イベント,1,ムカつく気持ちは自主トレで,むしろもう切り上げた方がいい, 体力+10
658,26,ナリタタイシン,1,育成イベント,2,ムカつく気持ちは自主トレで,やってもいいけどほどほどにな, 体力-10、スキルPt+25
659,26,ナリタタイシン,1,育成イベント,3,ムカつく気持ちは自主トレで,思う存分やるといいよ！, （体力-15、やる気↑、スタミナ+15、パワー+15）もしくは（体力-15、スピード+10）
660,26,ナリタタイシン,1,育成イベント,1,後日レポート提出済,消化速度を著しく上げる薬を勧める, スピード+10
661,26,ナリタタイシン,1,育成イベント,2,後日レポート提出済,栄養摂取効率を上げる薬を勧める, スタミナ+5、パワー+5
662,26,ナリタタイシン,1,育成イベント,1,かごの扉はその手で開けろ,よし、戻ってお茶でもいれよう！, スタミナ+5、根性+5
663,26,ナリタタイシン,1,育成イベント,2,かごの扉はその手で開けろ,よし、友だちたくさん集めよう！, スピード+5、パワー+5
664,26,ナリタタイシン,1,育成イベント,1,『bg』,しりとりしよう！, スタミナ+10
665,26,ナリタタイシン,1,育成イベント,2,『bg』,追いかけっこで勝負！, スピード+10
666,26,ナリタタイシン,1,育成イベント,1,『easy game』,お願いします！, パワー+10
667,26,ナリタタイシン,1,育成イベント,2,『easy game』,まだまだ！, 根性+10
668,26,ナリタタイシン,1,育成イベント,1,『gg』,ウイニングチケット, 根性+10
669,26,ナリタタイシン,1,育成イベント,2,『gg』,ビワハヤヒデ, 賢さ+10
670,26,ナリタタイシン,1,育成イベント,3,『gg』,スーパークリーク, スタミナ+10
671,26,ナリタタイシン,1,育成イベント,1,新年の抱負,こたつに入ってレースゲームでもしよう！, スピード+10
672,26,ナリタタイシン,1,育成イベント,2,新年の抱負,一緒に昼寝の続きをしよう！, 体力+20
673,26,ナリタタイシン,1,育成イベント,3,新年の抱負,いっそいつも通りミーティングしよう, スキルPt+20
674,26,ナリタタイシン,1,育成イベント,1,夏合宿（2年目）にて,スイカ割りでパワートレーニング, パワー+10
675,26,ナリタタイシン,1,育成イベント,2,夏合宿（2年目）にて,タイヤ引きで根性トレーニング, 根性+10
676,26,ナリタタイシン,1,育成イベント,1,初詣,何か美味しいもの奢るよ, 体力+30
677,26,ナリタタイシン,1,育成イベント,2,初詣,いっそランニングでもしようか, ALL+5
678,26,ナリタタイシン,1,育成イベント,3,初詣,ゲーセンでも行こうか！, スキルPt+35
679,26,ナリタタイシン,2,サポートカードイベント,1,素直トレーニング！,いい友達だな, パワー+10、軽やかステップ
680,26,ナリタタイシン,2,サポートカードイベント,2,素直トレーニング！,今度は2人に素直になってもらおう！, スタミナ+10、パス上手
681,26,ナリタタイシン,2,サポートカードイベント,1,別に、邪魔しないで,遅くならないようにな,追い上げ
682,26,ナリタタイシン,2,サポートカードイベント,2,別に、邪魔しないで,無理はよくない,スキルｐｔ＋３０
683,26,ナリタタイシン,2,サポートカードイベント,1,別に、ほっといて,せめて応援させて！,スタミナ+５，スキルｐｔ+１５
684,26,ナリタタイシン,2,サポートカードイベント,2,別に、ほっといて,でも、力になりたいんだ,パワー＋５、スキルｐｔ＋１５
685,27,スマートファルコン ,1,育成イベント,1,ダンスレッスン,地道に練習あるのみ,根性+10
686,27,スマートファルコン ,1,育成イベント,2,ダンスレッスン,スペシャルにアピールしよう,賢さ+10
687,27,スマートファルコン ,1,育成イベント,1,磨いて☆DIAMOND,キラキラになってみんなを魅了しよう！,スピード+20
688,27,スマートファルコン ,1,育成イベント,2,磨いて☆DIAMOND,これからも切磋琢磨しよう！ ,パワー+10、根性+10
689,27,スマートファルコン ,1,育成イベント,1,ウマドル☆Friendship！,緊張を解いてあげられないかな,賢さ+20
690,27,スマートファルコン ,1,育成イベント,2,ウマドル☆Friendship！,代わりに出てあげれば？,パワー+20
691,27,スマートファルコン ,1,育成イベント,1,ドタバタ☆KIDSパニック,よし、アニメソングを歌おう！,スピード+20、（愛嬌◯）
692,27,スマートファルコン ,1,育成イベント,2,ドタバタ☆KIDSパニック,マジカル☆ダビ子ショーだ！ ,スタミナ+20
693,27,スマートファルコン ,1,育成イベント,1,燃やせ☆ウマドル魂,ファイト全開で頑張って！,スタミナ+10、根性+10
694,27,スマートファルコン ,1,育成イベント,2,燃やせ☆ウマドル魂,併走をお願いしてみよう,先頭プライド
695,27,スマートファルコン ,1,育成イベント,1,キュート☆リサーチ,ごめん、とても許可できない……！,体力+10、スキルPt+5
696,27,スマートファルコン ,1,育成イベント,2,キュート☆リサーチ,よし！行ってらっしゃい！,体力+30、スキルPt+10、（スピード-5、太り気味）
697,27,スマートファルコン ,1,育成イベント,1,ドキドキ☆シチュエーション,もっと全力でやってみよう,パワー+10
698,27,スマートファルコン ,1,育成イベント,2,ドキドキ☆シチュエーション,繰り返し練習あるのみ,スタミナ+10
699,27,スマートファルコン ,1,育成イベント,1,研究対象はウマドル？,ウマドルパワー、上がるといいね,パワー+10
700,27,スマートファルコン ,1,育成イベント,2,研究対象はウマドル？,研究って、どんなことするの？,賢さ+10
701,27,スマートファルコン ,1,育成イベント,1,Connect Live☆〜それから〜,「ファンとの約束・関西」,やる気↑、スタミナ+10、賢さ+10、スキルPt+10、出走したレース場◯、「ファンとの約束・関西」がなくなる
702,27,スマートファルコン ,1,育成イベント,2,Connect Live☆〜それから〜,「ファンとの約束・北東」,やる気↑、スピード+10、スタミナ+10、スキルPt+10、出走したレース場◯、「ファンとの約束・北東」がなくなる
703,27,スマートファルコン ,1,育成イベント,1,シェアリング☆メモリー,2人で食べたからかも？,スタミナ+10
704,27,スマートファルコン ,1,育成イベント,2,シェアリング☆メモリー,お店も努力してるんだろうね,根性+10
705,27,スマートファルコン ,1,育成イベント,1,フューチャー☆ロケハン,……水族館！,賢さ+10
706,27,スマートファルコン ,1,育成イベント,2,フューチャー☆ロケハン,……映画館！,パワー+10
707,27,スマートファルコン ,1,育成イベント,1,テストdeリカバリー☆,落ち着いて基礎を固めよう！,賢さ+10
708,27,スマートファルコン ,1,育成イベント,2,テストdeリカバリー☆,ヤマカンで勝負だ！,パワー+10
709,27,スマートファルコン ,1,育成イベント,1,届いてforYOU☆恩返し♪,私も楽しいからいいんだよ,スピード+10
710,27,スマートファルコン ,1,育成イベント,2,届いてforYOU☆恩返し♪,ファル子が楽しんでくれれば満足だよ,パワー+10
711,27,スマートファルコン ,1,育成イベント,1,メモリー☆聖地巡礼,ファールー子！ファールー子！,パワー+10
712,27,スマートファルコン ,1,育成イベント,2,メモリー☆聖地巡礼,1歩ずつ成長できてるね,根性+10
713,27,スマートファルコン ,1,育成イベント,3,メモリー☆聖地巡礼,貴方の担当になれてよかった,スピード+10
714,27,スマートファルコン ,1,育成イベント,1,新年の抱負,耐久！アイドルのライブはしご参戦,スピード+10
715,27,スマートファルコン ,1,育成イベント,2,新年の抱負,睡眠！アイドルの夢見てイメトレ,体力+20
716,27,スマートファルコン ,1,育成イベント,3,新年の抱負,研究！アイドルの映像ショー！,スキルPt+20
717,27,スマートファルコン ,1,育成イベント,1,夏合宿（2年目）にて,体幹！ビーチでダンスレッスン,パワー+10
718,27,スマートファルコン ,1,育成イベント,2,夏合宿（2年目）にて,我慢！合宿所でダンスレッスン,根性+10
719,27,スマートファルコン ,1,育成イベント,1,初詣,ファル子の健康,体力+30
720,27,スマートファルコン ,1,育成イベント,2,初詣,ファル子の成長,ALL+5
721,27,スマートファルコン ,1,育成イベント,3,初詣,ファル子の進化,スキルPt+35
722,27,スマートファルコン ,2,サポートカードイベント,1,常に心にステージを☆,勉強も手を抜かないでくれ,賢さ＋１０（『注目の踊り子』取得コースへ）
723,27,スマートファルコン ,2,サポートカードイベント,2,常に心にステージを☆,夢に向かって頑張れ！,体力＋２５、集中力
724,27,スマートファルコン ,2,サポートカードイベント,1,ライブはコーレスが命,ファ・ル・子～～～っ！,スタミナ＋５、根性＋１０
725,27,スマートファルコン ,2,サポートカードイベント,2,ライブはコーレスが命,ちょっと恥ずかしい…,賢さ＋１５
726,27,スマートファルコン ,2,サポートカードイベント,1,かわいかったら見に来てね☆,逃げる,体力－１０、パワー＋１０、押し切り準備
727,27,スマートファルコン ,2,サポートカードイベント,2,かわいかったら見に来てね☆,ダウンロードしてみる,体力＋１０、賢さ＋５
728,28,ナリタブライアン,1,育成イベント,3,ダンスレッスン,笑顔の練習をするぞ！,スタミナ+10
729,28,ナリタブライアン,1,育成イベント,4,ダンスレッスン,このままでいい,賢さ+10
730,28,ナリタブライアン,1,育成イベント,1,憧憬,その信念は、きっと力になる,パワー+10
731,28,ナリタブライアン,1,育成イベント,2,憧憬,併走で力比べしてみる？,体力-10、パワー+20
732,28,ナリタブライアン,1,育成イベント,1,手腕,瞬発力を活かしただけだよ,スピード+15
733,28,ナリタブライアン,1,育成イベント,2,手腕,ひと息入れる、ってだけだよ,パス上手
734,28,ナリタブライアン,1,育成イベント,1,意匠,本番のレースも楽しみだ,スピード+20
735,28,ナリタブライアン,1,育成イベント,2,意匠,う〜ん、しびれる……！,パワー+20
736,28,ナリタブライアン,1,育成イベント,1,肉食,食べすぎだよ,体力+10、スキルPt+5
737,28,ナリタブライアン,1,育成イベント,2,肉食,お言葉に甘えたら？,体力+30、スキルPt+10、（スピード-5、太り気味）
738,28,ナリタブライアン,1,育成イベント,1,武骨,カッコよさに、感動したのかも,スタミナ+20
739,28,ナリタブライアン,1,育成イベント,2,武骨,いい仕事したね！,賢さ+20
740,28,ナリタブライアン,1,育成イベント,1,不動,スーツとか！,スピード+20、（注目株）
741,28,ナリタブライアン,1,育成イベント,2,不動,ジャージは？,根性+20、（注目株）
742,28,ナリタブライアン,1,育成イベント,1,超越,力強さ、かな？ ,パワー+10
743,28,ナリタブライアン,1,育成イベント,2,超越,粘り強く、観察してください,スタミナ+5
744,28,ナリタブライアン,1,育成イベント,1,岐,強豪たちとの戦いを望み『出席する』,『頂』イベントへ
745,28,ナリタブライアン,1,育成イベント,2,岐,まだその段階ではないので『出席しない』,『告』イベントへ
746,28,ナリタブライアン,1,育成イベント,1,孤高のグルメ？,バランスのいい料理を,スピード+5、パワー+5
747,28,ナリタブライアン,1,育成イベント,2,孤高のグルメ？,スタミナが付きそうな料理を,スタミナ+10
748,28,ナリタブライアン,1,育成イベント,1,孤高の責任,大丈夫、きっとすぐ見つけられる！, スタミナ+5、根性+5
749,28,ナリタブライアン,1,育成イベント,2,孤高の責任,困った時は助けてもらおう,パワー+5、賢さ+5
750,28,ナリタブライアン,1,育成イベント,1,ファミリーレストラン,これからも努力を続けよう！, スピード+10
751,28,ナリタブライアン,1,育成イベント,2,ファミリーレストラン,君の努力は必ず努力に表れる！, スタミナ+10
752,28,ナリタブライアン,1,育成イベント,3,ファミリーレストラン,困ったことがあったら言って, 根性+10
753,28,ナリタブライアン,1,育成イベント,1,ブライアンは見た……！,食べちゃった分だけ走ろう！, スタミナ+10
754,28,ナリタブライアン,1,育成イベント,2,ブライアンは見た……！,俺たちも一緒に謝りに行くから, 根性+10
755,28,ナリタブライアン,1,育成イベント,1,得意距離？,学園まで競争しよう,スタミナ+10
756,28,ナリタブライアン,1,育成イベント,2,得意距離？,生徒会の仕事ってどう？,賢さ+10
757,28,ナリタブライアン,1,育成イベント,1,飢えた戦士たち,勝負はやめて、別のメニューにしない？ ,体力+5、賢さ+10
758,28,ナリタブライアン,1,育成イベント,2,飢えた戦士たち,スピード勝負！ハバネロ肉まん感触対決！,（体力-10、やる気↑、スピード+25）or（体力-10、スピード+10）
759,28,ナリタブライアン,1,育成イベント,3,飢えた戦士たち,スタミナ勝負！ダンスDEフィーバー！,（体力-10、やる気↑、スタミナ+25）or（体力-10、スタミナ+10）
760,28,ナリタブライアン,1,育成イベント,4,飢えた戦士たち,パワー勝負！仁義なきメンコバトル！,（体力-10、やる気↑、パワー+25）or（体力-10、パワー+10）
761,28,ナリタブライアン,1,育成イベント,1,新年の抱負,勝負が楽しみだね,パワー+10
762,28,ナリタブライアン,1,育成イベント,2,新年の抱負,みかんは栄養たっぷりだからね,体力+20
763,28,ナリタブライアン,1,育成イベント,3,新年の抱負,敵に塩を送ったの？,スキルPt+20
764,28,ナリタブライアン,1,育成イベント,1,夏合宿（2年目）にて,声をかける,パワー+10
765,28,ナリタブライアン,1,育成イベント,2,夏合宿（2年目）にて,そっとしておく,根性+10
766,28,ナリタブライアン,1,育成イベント,1,初詣,今日はいいリフレッシュになったよ,体力+30
767,28,ナリタブライアン,1,育成イベント,2,初詣,正月明けのトレーニング、楽しみにしてて！,ALL+5
768,28,ナリタブライアン,1,育成イベント,3,初詣,貴方の期待に添えるよう努力するね,スキルPt+35
769,28,ナリタブライアン,2,サポートカードイベント,1,池の覇者,(すごいオーラだ！), 体力最大値+4、スタミナ+10、テンポアップ
770,28,ナリタブライアン,2,サポートカードイベント,2,池の覇者,(力押し過ぎないか……？), 賢さ+10
771,28,ナリタブライアン,2,サポートカードイベント,1,生徒会役員！,手伝おうか？, やる気↑、スピード+5
772,28,ナリタブライアン,2,サポートカードイベント,2,生徒会役員！,体力が付きそうだ, 体力最大値+4
773,28,ナリタブライアン,2,サポートカードイベント,1,孤狼,無理しないようにな, スピード+3、スタミナ+3、パワー+3
774,28,ナリタブライアン,2,サポートカードイベント,2,孤狼,1人で走りたかったんだな, 一匹狼
775,29,セイウンスカイ,1,育成イベント,1,ダンスレッスン,もしかして本気でやってる？, 根性+10
776,29,セイウンスカイ,1,育成イベント,2,ダンスレッスン,あと少し頑張れば勝てる！, スタミナ+10
777,29,セイウンスカイ,1,育成イベント,1,外でもくつろぎ上手？,食べすぎに注意！, 体力+10、スキルPt+5
778,29,セイウンスカイ,1,育成イベント,2,外でもくつろぎ上手？,止まらなくなるよね, 体力+30、スキルPt+10、（スピード-5、パワー+5、太り気味）
779,29,セイウンスカイ,1,育成イベント,1,検証〜ネコ語は実在するのか？,セイウンスカイの本気も見たい ,スタミナ+10
780,29,セイウンスカイ,1,育成イベント,2,検証〜ネコ語は実在するのか？,まずは基本を教えてあげたら, 賢さ+10
781,29,セイウンスカイ,1,育成イベント,1,ネコの名人,ずいぶん好かれてるんだな, 賢さ+10
782,29,セイウンスカイ,1,育成イベント,2,ネコの名人,……俺も触っていいか？, スピード+10
783,29,セイウンスカイ,1,育成イベント,1,ネコとの散歩,上には上があるな…… ,スタミナ+10
784,29,セイウンスカイ,1,育成イベント,2,ネコとの散歩,シロは大丈夫かな？, 根性+10
785,29,セイウンスカイ,1,育成イベント,1,ネコとの別れ,2度と会えないわけじゃない, 賢さ+10
786,29,セイウンスカイ,1,育成イベント,2,ネコとの別れ,シロが聞いてくれてよかったな, スタミナ+10
787,29,セイウンスカイ,1,育成イベント,1,お香でおやすみ,遊んでいたかも……, 賢さ+20
788,29,セイウンスカイ,1,育成イベント,2,お香でおやすみ,真剣に選んでた, スタミナ+20
789,29,セイウンスカイ,1,育成イベント,1,策士VS王,不屈の精神は手強いな, 根性+20
790,29,セイウンスカイ,1,育成イベント,2,策士VS王,プライドの高さが弱点だな, スピード+20
791,29,セイウンスカイ,1,育成イベント,1,誰がために君は走る,ありがとう, スタミナ+20、（愛嬌◯）
792,29,セイウンスカイ,1,育成イベント,2,誰がために君は走る,俺ももっと頑張らないとな！, パワー+20、（愛嬌◯）
793,29,セイウンスカイ,1,育成イベント,1,セイちゃん脱出作戦,相手を引っかけてみるか……, スピード+10、スキルPt+15
794,29,セイウンスカイ,1,育成イベント,2,セイちゃん脱出作戦,”逃げ”を使っていこう, 差しけん制
795,29,セイウンスカイ,1,育成イベント,1,闇の仕事？,セイウンスカイの後を追う, スピード+10
796,29,セイウンスカイ,1,育成イベント,2,闇の仕事？,現場を押さえて強行突入！, パワー+10
797,29,セイウンスカイ,1,育成イベント,1,お昼寝マイスター,これ以上寝ちゃダメだ！, スタミナ+10
798,29,セイウンスカイ,1,育成イベント,2,お昼寝マイスター,俺が代わりに試す！, 賢さ+10
799,29,セイウンスカイ,1,育成イベント,1,曇りのち……,よかったよかった, 根性+10
800,29,セイウンスカイ,1,育成イベント,2,曇りのち……,その誘惑の犯人は……, スピード+10
801,29,セイウンスカイ,1,育成イベント,1,晴天の攻防,無理やりにでも連れていく,（スピード+20）or（スピード+5、やる気↓）
802,29,セイウンスカイ,1,育成イベント,2,晴天の攻防,満足するまで休ませる,（体力+20、深呼吸）or（体力+10、なまけ癖）
803,29,セイウンスカイ,1,育成イベント,3,晴天の攻防,そこそこ休んでからトレーニングする, 体力+5、スピード+5
804,29,セイウンスカイ,1,育成イベント,1,新年の抱負,やっぱりトレーニングで！, スピード+10
805,29,セイウンスカイ,1,育成イベント,2,新年の抱負,お茶しながら打ち合わせしようか, 体力+20
806,29,セイウンスカイ,1,育成イベント,3,新年の抱負,ニシノフラワーとのことを聞かせて, スキルPt+20
807,29,セイウンスカイ,1,育成イベント,1,夏合宿（2年目）にて,”淀の坂”を攻略トレ, パワー+10
808,29,セイウンスカイ,1,育成イベント,2,夏合宿（2年目）にて,最後に逃げ切る粘り強さトレ, 根性+10
809,29,セイウンスカイ,1,育成イベント,1,初詣,スカイが無理せず挑戦できますように, 体力+30
810,29,セイウンスカイ,1,育成イベント,2,初詣,スカイが大活躍できますように, ALL+5
811,29,セイウンスカイ,1,育成イベント,3,初詣,スカイがレースを楽しめますように, スキルPt+35
812,29,セイウンスカイ,2,サポートカードイベント,1,ご利用は戦略的に☆,セイウンスカイに同意する,体力＋１０、賢さ＋５
813,29,セイウンスカイ,2,サポートカードイベント,2,ご利用は戦略的に☆,誤魔化されていると伝える,スキルｐｔ＋３０，二の矢、絆－５
814,29,セイウンスカイ,2,サポートカードイベント,1,ゆる募、ネコの捕まえ方,日向で待つ,体力＋１０、賢さ＋５
815,29,セイウンスカイ,2,サポートカードイベント,2,ゆる募、ネコの捕まえ方,全力で追いかける！,体力－１０、スピード＋１５、スタミナ＋５
816,29,セイウンスカイ,2,サポートカードイベント,1,ゆる募、助言者,場所が悪いのかも,賢さ＋１５
817,29,セイウンスカイ,2,サポートカードイベント,2,ゆる募、助言者,釣竿の動かし方を変えたら？,リードキープ
818,29,セイウンスカイ,2,サポートカードイベント,1,いきなりマーダーミステリー！　その1,セイウンスカイは夕食時も清掃を？, 賢さ+5、スキルpt+10
819,29,セイウンスカイ,2,サポートカードイベント,2,いきなりマーダーミステリー！　その1,茶碗蒸し、美味しそうなのにね……, 体力+10
820,29,セイウンスカイ,2,サポートカードイベント,1,いきなりマーダーミステリー！　その2,掃除用具を持ってたとか, 賢さ+5、先行駆け引き
821,29,セイウンスカイ,2,サポートカードイベント,2,いきなりマーダーミステリー！　その2,というか、本当にただの清掃員……？, 体力+5、スキルpt+10
822,29,セイウンスカイ,2,サポートカードイベント,1,いきなりマーダーミステリー！　その3,セイウンスカイが犯人,（賢さ+10、先陣の心得）or（賢さ+5、先陣の心得）
823,29,セイウンスカイ,2,サポートカードイベント,2,いきなりマーダーミステリー！　その3,グラスワンダーが犯人, 体力+10、スタミナ+10、スキルpt+15
824,30,ヒシアマゾン,1,育成イベント,1,ダンスレッスン,全力を出せば勝てる！, パワー+10
825,30,ヒシアマゾン,1,育成イベント,2,ダンスレッスン,ここは冷静に行こう！, 賢さ+10
826,30,ヒシアマゾン,1,育成イベント,1,スイーツの魔法？,食べすぎると逆効果じゃない？, 体力+10、スキルPt+5
827,30,ヒシアマゾン,1,育成イベント,2,スイーツの魔法？,いっぱい食べてテスト頑張れ！,体力+30、スキルPt+10、（スピード-5、パワー+5、太り気味）
828,30,ヒシアマゾン,1,育成イベント,1,友か、好敵手か,大声で気合いを入れる, パワー+20、（練習上手◯）
829,30,ヒシアマゾン,1,育成イベント,2,友か、好敵手か,本を参考にしてみる, 賢さ+20、（練習上手◯）
830,30,ヒシアマゾン,1,育成イベント,1,ヒシアマ寮長の朝ご飯,素早く食べられて変わった形のおにぎりは？, スピード+10
831,30,ヒシアマゾン,1,育成イベント,2,ヒシアマ寮長の朝ご飯,パワフルな彩りのサンドウィッチは？, パワー+10
832,30,ヒシアマゾン,1,育成イベント,1,ヒシアマ姐さんの裁縫テク,わかった、豪快に頼む, パワー+10
833,30,ヒシアマゾン,1,育成イベント,2,ヒシアマ姐さんの裁縫テク,時間がかかっても自分でやるよ, スタミナ+5、根性+5
834,30,ヒシアマゾン,1,育成イベント,1,ヒシアマ姐さんの山菜採り,ヒシアマの料理の腕は美浦寮最強だからな, パワー+10、スキルPt+15
835,30,ヒシアマゾン,1,育成イベント,2,ヒシアマ姐さんの山菜採り,日没前にラストスパートかけて探したもんな, 末脚
836,30,ヒシアマゾン,1,育成イベント,1,ヒシアマ姐さんの特等席,ありがとう、ヒシアマらしいな, スピード+5、パワー+5
837,30,ヒシアマゾン,1,育成イベント,2,ヒシアマ姐さんの特等席,意外とロマンチストなんだな, 根性+10
838,30,ヒシアマゾン,1,育成イベント,1,ヒシアマ姐さんと芸術,作品のモデルになれるような走りをしよう, スピード+10
